"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","p.adjust.digits"
"GO:0048525","GO:0048525","negative regulation of viral process","7/121","61/10354",6.46967710663533e-06,0.0130816871096166,0.0130755579418314,"Mavs/Setdb1/Nbn/Ilf3/Hexim1/Apobec3/Fbln1",7,0.013
