"Gene symbol","Cluster number"
"Cluh","6"
"Tlcd1","6"
"Tada2a","6"
"Znhit3","6"
"Rad51c","6"
"Sgca","6"
"Dnajc7","6"
"Kat2a","6"
"Ubtf","6"
"Grb2","6"
"Prpsap1","6"
"Tmc6","6"
"Hexdc","6"
"Prkar2b","6"
"Brms1l","6"
"Jdp2","6"
"Sptlc2","6"
"4930544I03Rik","6"
"Tshr","6"
"Tdp1","6"
"Gpr132","6"
"Akr1e1","6"
"Hecw1","6"
"Trim27","6"
"Serpinb9","6"
"Cd83","6"
"Thbs4","6"
"Srek1ip1","6"
"Ube2e1","6"
"Nr1d2","6"
"Ccser2","6"
"Gmfb","6"
"Dhrs4","6"
"Esd","6"
"Rad1","6"
"6030458C11Rik","6"
"Fer1l6","6"
"Adck5","6"
"Rac2","6"
"Pla2g6","6"
"Kdelr3","6"
"Serhl","6"
"Trabd","6"
"Abat","6"
"Socs1","6"
"Rrn3","6"
"Top3b","6"
"Rfc4","6"
"Rpl35a","6"
"Itsn1","6"
"Dscam","6"
"Ripk4","6"
"Tfb1m","6"
"Rsph3b","6"
"Rnaset2b","6"
"Rnaset2a","6"
"1600012H06Rik","6"
"Rgmb","6"
"Zfp945","6"
"Thoc6","6"
"Tsr3","6"
"Lmf1","6"
"Rpl10a","6"
"Mtch1","6"
"U2af1","6"
"Mrps18b","6"
"Rpp21","6"
"Lonp1","6"
"Slc25a23","6"
"Vapa","6"
"Cox7a2l","6"
"Pigf","6"
"Mapre2","6"
"Chka","6"
"Brms1","6"
"Snhg1","6"
"Mrpl16","6"
"Glis3","6"
"Fra10ac1","6"
"As3mt","6"
"Timp1","6"
