"Gene symbol","Cluster number"
"Acot7","7"
"Tomm7","7"
"Kmt2c","7"
"Gpn1","7"
"Ctbp1","7"
"Mxd4","7"
"Rnf4","7"
"Fam193a","7"
"Clnk","7"
"Lap3","7"
"Cnga1","7"
"Cxcl9","7"
"Fras1","7"
"Cops4","7"
"Hpse","7"
"Aff1","7"
"Pigg","7"
"A630023P12Rik","7"
"Ube3b","7"
"Triap1","7"
"Aldh2","7"
"Rabgef1","7"
"Tbl2","7"
"Cops6","7"
"6330403L08Rik","7"
"Sun1","7"
"Get4","7"
"Cox19","7"
"Brat1","7"
"Rac1","7"
"Bud31","7"
"Stard13","7"
"Gng11","7"
"Met","7"
"Fam3c","7"
"Chchd3","7"
"Cald1","7"
"Agbl3","7"
"Trim24","7"
"Tax1bp1","7"
"Igkc","7"
"Antxr1","7"
"Cnbp","7"
"Chst13","7"
"Il17re","7"
"Emc3","7"
"Fancd2","7"
"Tamm41","7"
"Atp6v1e1","7"
"M6pr","7"
"Apobec1","7"
"Tpi1","7"
"Ptms","7"
"Gapdh","7"
"Tnfrsf1a","7"
"Clec2h","7"
"Bcl2l14","7"
"Plbd1","7"
"Mgp","7"
"Strap","7"
"Cnot3","7"
"Npas1","7"
"Bckdha","7"
"Sycn","7"
"Eif3k","7"
"Map4k1","7"
"Ggn","7"
"Spint2","7"
"Capns1","7"
"Pnkp","7"
"Ruvbl2","7"
"Fam83e","7"
"A230006K03Rik","7"
"Asb7","7"
"Prc1","7"
"2900076A07Rik","7"
"Tmem126b","7"
"Prcp","7"
"Tmem41b","7"
"Pde3b","7"
"Rps15a","7"
"Arl6ip1","7"
"Hs3st4","7"
"Gsg1l","7"
"Ypel3","7"
"Zfp688","7"
"Stx4a","7"
"Sec23ip","7"
"Wdr11","7"
"Glrx3","7"
"Mapk1ip1","7"
"Ano9","7"
"Rplp2","7"
"Osbpl5","7"
"Dhcr7","7"
"Pex11g","7"
"Camsap3","7"
"Cars2","7"
"Coprs","7"
"Mcph1","7"
"Slc25a15","7"
"Zmat4","7"
"Hgsnat","7"
"Gtf2e2","7"
"Leprotl1","7"
"AI429214","7"
"Tlr3","7"
"Sap30","7"
"Lpl","7"
"Sugp1","7"
"Fkbp8","7"
"Isyna1","7"
"Ccdc124","7"
"Fam32a","7"
"Klf2","7"
"Mcm5","7"
"Otud4","7"
"Syce2","7"
"Gcdh","7"
"Lpcat2","7"
"Gnao1","7"
"Amfr","7"
"Nup93","7"
"Cdh5","7"
"Ctrl","7"
