"Gene symbol","Cluster number"
"Pcdhb12","5"
"Gnpda1","5"
"Txnl1","5"
"Chka","5"
"Tmem132a","5"
"Ranbp6","5"
"R3hcc1l","5"
"Npm3","5"
"Nolc1","5"
"Neurl1a","5"
"Casp7","5"
"Irak1","5"
"Sh3kbp1","5"
"mt-Co2","5"
"Sp110","6"
"Mbd5","6"
"Anp32e","6"
"Bank1","6"
"Nfib","6"
"Camk2n1","6"
"Akr7a5","6"
"Dhrs3","6"
"A630023P12Rik","6"
"Zan","6"
"Mcm7","6"
"Ubl3","6"
"Atp6v1f","6"
"Trim24","6"
"Ezh2","6"
"Map4k1","6"
"Mrpl48","6"
"Zmat4","6"
"Hmgxb4","6"
"Rbmxl1","6"
"Fhod1","6"
"Zfp1","6"
"Usp3","6"
"Cgnl1","6"
"Tex9","6"
"Nktr","6"
"Ccdc162","6"
"Sgta","6"
"Acyp2","6"
"Ska2","6"
"Dcaf7","6"
"Psmg4","6"
"Dhx29","6"
"Supt16","6"
"Esco2","6"
"Basp1","6"
"Apol10a","6"
"Thoc6","6"
"Akap8","6"
"Kat2b","6"
"Msh2","6"
"Mbp","6"
"Ddb1","6"
"Erlin1","6"
"Cacul1","6"
"Xpnpep2","6"
"Htatsf1","6"
"Xlr4b","6"
"Mob4","7"
"Adam23","7"
"Pikfyve","7"
"Dgkd","7"
"Rnf2","7"
"Fcgr2b","7"
"Cenpf","7"
"Commd3","7"
"Hmcn2","7"
"Dnm1","7"
"Hspa5","7"
"Bub1b","7"
"Cst3","7"
"B4galt5","7"
"Atp9a","7"
"Slc16a1","7"
"Stpg2","7"
"Nol6","7"
"Ccdc107","7"
"Lrrc41","7"
"Snhg12","7"
"Arid1a","7"
"Dhdds","7"
"Sepsecs","7"
"Trip6","7"
"Ndufa4","7"
"Hpgds","7"
"Brk1","7"
"Clec4a1","7"
"Apoe","7"
"Exosc5","7"
"Ffar2","7"
"Fuz","7"
"Eif3c","7"
"Mrgprf","7"
"Frg1","7"
"Use1","7"
"Taf5l","7"
"Dnajc13","7"
"Sacm1l","7"
"Pcmt1","7"
"Polr2e","7"
"Oaz1","7"
"1700113H08Rik","7"
"Mrpl42","7"
"Lyz2","7"
"Tbk1","7"
"Mmp19","7"
"Mrps24","7"
"Sec61g","7"
"Plscr3","7"
"Mrm1","7"
"Tmem30b","7"
"9330162012Rik","7"
"Dsp","7"
"Arsk","7"
"Stab1","7"
"Tspan14","7"
"Cbln3","7"
"Mphosph8","7"
"Ctsb","7"
"Esd","7"
"Apobec3","7"
"Atf4","7"
"Smdt1","7"
"Cyp2d34","7"
"Litaf","7"
"Ifngr2","7"
"Sytl3","7"
"Ergic1","7"
"Tapbp","7"
"H2-D1","7"
"Pla2g7","7"
"Safb","7"
"Srsf7","7"
"Cdc23","7"
"Csf1r","7"
"Pitpnm1","7"
"Tmem223","7"
"Ahnak","7"
"Tmem109","7"
"Ffar4","7"
"Utp14a","7"
"Gmppa","8"
"Cyb5r1","8"
"Camk1d","8"
"Urm1","8"
"Zeb2","8"
"Gorasp2","8"
"Rrbp1","8"
"Phf20","8"
"Sdc4","8"
"Impa1","8"
"Mrpl24","8"
"Polr3c","8"
"Pdlim5","8"
"Chmp5","8"
"Gba2","8"
"Cpt2","8"
"Ptprf","8"
"Guca2a","8"
"Hnrnpr","8"
"Nadk","8"
"Nrbp1","8"
"Sod3","8"
"Chek2","8"
"Kctd10","8"
"Slc46a3","8"
"Foxp1","8"
"Scnn1a","8"
"Shkbp1","8"
"Paf1","8"
"Zfp710","8"
"Blm","8"
"Rhog","8"
"Isyna1","8"
"Vps35","8"
"Ces1f","8"
"Esrp2","8"
"Taf1c","8"
"Ppan","8"
"Bace1","8"
"Gtf2a2","8"
"Sh3bgrl2","8"
"E030030I06Rik","8"
"Helb","8"
"Mon2","8"
"B4galnt1","8"
"Bod1","8"
"Mrpl22","8"
"Trp53","8"
"Eif5a","8"
"Cldn7","8"
"Med13","8"
"Mrps23","8"
"Atxn7l3","8"
"Smarcd2","8"
"Nt5c","8"
"Pdia6","8"
"Mcur1","8"
"Ssbp2","8"
"Zc3h13","8"
"Golph3","8"
"Pkhd1l1","8"
"Fam83f","8"
"Poldip3","8"
"Aaas","8"
"Itga5","8"
"Cpped1","8"
"Osbpl11","8"
"Poglut1","8"
"Son","8"
"Fkbp5","8"
"Brd4","8"
"Hsp90ab1","8"
"Tbcc","8"
"Epc1","8"
"Pfdn1","8"
"Ankhd1","8"
