"Gene symbol","Cluster number"
"Rnf213","6"
"Dgkb","6"
"Nemf","6"
"Ppm1a","6"
"Actn1","6"
"Catsperb","6"
"Trip11","6"
"Zfp839","6"
"Rcor1","6"
"Vps41","6"
"Serpinb1a","6"
"Sptlc1","6"
"Edil3","6"
"F2rl1","6"
"Pde4d","6"
"Ube2e1","6"
"Il3ra","6"
"Mustn1","6"
"Ghitm","6"
"Tspan14","6"
"Slc7a7","6"
"Clybl","6"
"Zfr","6"
"Cdh12","6"
"Dcaf13","6"
"Eif3e","6"
"Trps1","6"
"Gsdmd","6"
"Polr2f","6"
"Kdelr3","6"
"Tomm22","6"
"Poldip3","6"
"Arsa","6"
"Tuba1b","6"
"Igfbp6","6"
"Pcbp2","6"
"Mcm4","6"
"Eif2b5","6"
"Slc12a8","6"
"Pros1","6"
"Usp25","6"
"Usp16","6"
"Clic6","6"
"Zfp53","6"
"H2-Aa","6"
"Hspa1b","6"
"Rpp21","6"
"Klc4","6"
"Plin3","6"
"Cntnap5c","6"
"Srsf7","6"
"Pcdhga9","6"
"Myot","6"
"Ppic","6"
"Rpl17","6"
"Zadh2","6"
"Tmem134","6"
"Scyl1","6"
"Prdx5","6"
"Tmem258","6"
"Tbc1d25","6"
"Otc","6"
"Upf3b","6"
"Cetn2","6"
"Yipf6","6"
"Tmem164","6"
"Trappc2","6"
"mt-Co1","6"
"A830018L16Rik","7"
"Zfp451","7"
"Uggt1","7"
"Neurl3","7"
"Gls","7"
"Inpp1","7"
"Spats2l","7"
"Idh1","7"
"Epha4","7"
"Tm4sf20","7"
"Zcchc2","7"
"Pigr","7"
"Dennd1b","7"
"Smg7","7"
"F11r","7"
"Fh1","7"
"Lbr","7"
"Ppp2r5a","7"
"Kcnh1","7"
"Mrc1","7"
"Myo3a","7"
"Acbd5","7"
"Mrpl41","7"
"Man1b1","7"
"Sec16a","7"
"Surf6","7"
"Gapvd1","7"
"Ndufa8","7"
"Mmadhc","7"
"Baz2b","7"
"Ttn","7"
"Prg2","7"
"Dgkz","7"
"Cd82","7"
"Caprin1","7"
"Eif3m","7"
"Mga","7"
"Fbn1","7"
"Slc20a1","7"
"Csnk2a1","7"
"Tpx2","7"
"Snta1","7"
"Chmp4b","7"
"Scand1","7"
"Myl9","7"
"Rpn2","7"
"Fam83d","7"
"Ncoa5","7"
"Zmynd8","7"
"Rnf114","7"
"Tshz2","7"
"Gnas","7"
"Ctsz","7"
"Zmat3","7"
"Ndufb5","7"
"Postn","7"
"Schip1","7"
"Efna1","7"
"Adam15","7"
"Adar","7"
"Slc39a1","7"
"Chtop","7"
"S100a6","7"
"Mrps21","7"
"Hsd3b3","7"
"Atp1a1","7"
"Csde1","7"
"Bcas2","7"
"Camk2d","7"
"Tbck","7"
"Wls","7"
"Asph","7"
"Ndufb6","7"
"Nfx1","7"
"Rpp25l","7"
"Vcp","7"
"Tpm2","7"
"Tln1","7"
"Trim14","7"
"Abca1","7"
"Ptpn3","7"
"Alad","7"
"Cdk5rap2","7"
"Nfib","7"
"Cyp2j6","7"
"Tm2d1","7"
"Mier1","7"
"Rnf220","7"
"Dmap1","7"
"2610528J11Rik","7"
"Ybx1","7"
"Ppcs","7"
"Guca2b","7"
"Ago1","7"
"Khdrbs1","7"
"Pigv","7"
"Rcan3","7"
"C1qc","7"
"Capzb","7"
"Spen","7"
"Slc25a34","7"
"Efhd2","7"
"Plod1","7"
"Rere","7"
"Park7","7"
"Rpl22","7"
"Lrrc47","7"
"Pex10","7"
"Rer1","7"
"Atad3a","7"
"Aurkaip1","7"
"Sdf4","7"
"Magi2","7"
"Fam126a","7"
"9530036O11Rik","7"
"Nrbp1","7"
"Grpel1","7"
"Kcnip4","7"
"Rpl9","7"
"Smim14","7"
"Kdr","7"
"Polr2b","7"
"Igfbp7","7"
"Grsf1","7"
"Atp5k","7"
"2900026A02Rik","7"
"Coro1c","7"
"Srsf9","7"
"Cox6a1","7"
"Wsb2","7"
"Arpc3","7"
"Rsrc2","7"
"Baiap2l1","7"
"Pdap1","7"
"Bud31","7"
"Atp5j2","7"
"Cdk8","7"
"2610001J05Rik","7"
"Kcnd2","7"
"Flnc","7"
"Smo","7"
"Mgam","7"
"Rarres2","7"
"Tra2a","7"
"Creb5","7"
"Plekha8","7"
"Gars","7"
"Nt5c3","7"
"Serbp1","7"
"Exoc6b","7"
"Anxa4","7"
"Rab7","7"
"Nr2c2","7"
"Edem1","7"
"Cxcl12","7"
"Mfap5","7"
"Scnn1a","7"
"Cd9","7"
"Ccnd2","7"
"Itfg2","7"
"Fkbp4","7"
"Mansc1","7"
"Kcnj8","7"
"Cdc42ep5","7"
"Zfp787","7"
"Pglyrp1","7"
"Ethe1","7"
"Cd177","7"
"Psmc4","7"
"Supt5","7"
"Psenen","7"
"Gramd1a","7"
"Pepd","7"
"Uri1","7"
"Klk1","7"
"Myh14","7"
"Atf5","7"
"Fcgrt","7"
"Rpl13a","7"
"Nucb1","7"
"Aldh1a3","7"
"Slco3a1","7"
"Cib1","7"
"Rps3","7"
"Spcs2","7"
"Fchsd2","7"
"Clpb","7"
"Ppfibp2","7"
"Lyve1","7"
"Eif4g2","7"
"Dkk3","7"
"Parva","7"
"Rps15a","7"
"Mvp","7"
