"cell_ID"	"FOV"	"cell_types"
"s787"	"0"	"DCSC"
"s788"	"1"	"DCSC"
"s789"	"0"	"Macrophage"
"s790"	"0"	"B.cell-IgA"
"s791"	"1"	"Fibroblast"
"s792"	"0"	"Stem"
"s793"	"2"	"Stem"
"s794"	"2"	"DCSC"
"s795"	"2"	"DCSC"
"s796"	"0"	"B.cell-IgA"
"s797"	"1"	"B.cell-IgA"
"s798"	"1"	"B.cell-IgA"
"s799"	"0"	"Paneth-like"
"s800"	"2"	"Stem"
"s801"	"2"	"Stem"
"s802"	"1"	"B.cell-IgA"
"s803"	"0"	"B.cell-IgA"
"s804"	"1"	"B.cell-IgA"
"s805"	"0"	"Smooth.Muscle"
"s806"	"0"	"Paneth-like"
"s807"	"2"	"DCSC"
"s808"	"0"	"DCSC"
"s809"	"1"	"Paneth-like"
"s810"	"1"	"DCSC"
"s811"	"1"	"B.cell-IgG"
"s812"	"1"	"Smooth.Muscle"
"s813"	"1"	"Stem"
"s814"	"1"	"B.cell-Immature"
"s815"	"1"	"Macrophage"
"s816"	"0"	"Macrophage"
"s817"	"2"	"DCSC"
"s818"	"2"	"DCSC"
"s819"	"0"	"Smooth.Muscle"
"s820"	"0"	"Paneth-like"
"s821"	"0"	"Stem"
"s822"	"1"	"Stem"
"s823"	"1"	"DCSC"
"s824"	"0"	"Fibroblast"
"s825"	"0"	"Fibroblast"
"s826"	"2"	"Fibroblast"
"s827"	"1"	"DCSC"
"s828"	"1"	"Paneth-like"
"s829"	"2"	"DCSC"
"s830"	"1"	"Paneth-like"
"s831"	"1"	"Macrophage"
"s832"	"0"	"B.cell-IgA"
"s833"	"2"	"Fibroblast"
"s834"	"1"	"Stem"
"s835"	"1"	"DCSC"
"s836"	"2"	"DCSC"
"s837"	"0"	"DCSC"
"s838"	"2"	"Macrophage"
"s839"	"2"	"B.cell-IgA"
"s840"	"2"	"Fibroblast"
"s841"	"2"	"Stem"
"s842"	"1"	"Stem"
"s843"	"1"	"Stem"
"s844"	"0"	"B.cell-IgA"
"s845"	"2"	"B.cell-IgA"
"s846"	"2"	"B.cell-IgA"
"s847"	"0"	"B.cell-IgA"
"s848"	"0"	"Paneth-like"
"s849"	"2"	"Stem"
"s850"	"1"	"Paneth-like"
"s851"	"0"	"B.cell-IgA"
"s852"	"2"	"B.cell-IgA"
"s853"	"0"	"B.cell-IgG"
"s854"	"1"	"Smooth.Muscle"
"s855"	"2"	"Stem"
"s856"	"0"	"B.cell-Immature"
"s857"	"1"	"Macrophage"
"s858"	"2"	"Macrophage"
"s859"	"1"	"DCSC"
"s860"	"2"	"DCSC"
"s861"	"0"	"Smooth.Muscle"
"s862"	"0"	"Paneth-like"
"s863"	"2"	"Stem"
"s864"	"1"	"Stem"
"s865"	"2"	"DCSC"
"s866"	"1"	"Macrophage"
"s867"	"1"	"Fibroblast"
"s868"	"2"	"Fibroblast"
"s869"	"2"	"DCSC"
"s870"	"2"	"Paneth-like"
"s871"	"2"	"DCSC"
"s872"	"1"	"Paneth-like"
"s873"	"1"	"Macrophage"
"s874"	"1"	"B.cell-IgA"
"s875"	"2"	"Fibroblast"
"s876"	"2"	"Stem"
"s877"	"0"	"DCSC"
"s878"	"0"	"DCSC"
"s879"	"1"	"DCSC"
"s880"	"1"	"Macrophage"
"s881"	"2"	"B.cell-IgA"
"s882"	"1"	"Fibroblast"
"s883"	"0"	"Stem"
"s884"	"2"	"Stem"
"s885"	"1"	"Stem"
"s886"	"0"	"B.cell-IgA"
"s887"	"2"	"B.cell-IgA"
"s888"	"1"	"B.cell-IgA"
"s889"	"2"	"B.cell-IgA"
"s890"	"0"	"Paneth-like"
"s891"	"1"	"Stem"
"s892"	"2"	"Paneth-like"
"s893"	"2"	"B.cell-IgA"
"s894"	"0"	"B.cell-Immature"
"s895"	"1"	"B.cell-IgG"
"s896"	"2"	"Smooth.Muscle"
"s897"	"1"	"Stem"
"s898"	"2"	"B.cell-Immature"
"s899"	"2"	"Macrophage"
"s900"	"0"	"Macrophage"
"s901"	"0"	"Fibroblast"
"s902"	"2"	"DCSC"
"s903"	"0"	"Smooth.Muscle"
"s904"	"1"	"Paneth-like"
"s905"	"2"	"Stem"
"s906"	"2"	"Stem"
"s907"	"1"	"DCSC"
"s908"	"1"	"Macrophage"
"s909"	"1"	"Smooth.Muscle"
"s910"	"2"	"Fibroblast"
"s911"	"2"	"DCSC"
"s912"	"0"	"Paneth-like"
"s913"	"1"	"DCSC"
"s914"	"2"	"Paneth-like"
"s915"	"2"	"Macrophage"
"s916"	"1"	"B.cell-IgA"
"s917"	"2"	"Fibroblast"
"s918"	"1"	"Stem"
"s919"	"0"	"DCSC"
"s920"	"0"	"DCSC"
"s921"	"0"	"DCSC"
"s922"	"2"	"Macrophage"
"s923"	"0"	"B.cell-IgA"
"s924"	"1"	"Fibroblast"
"s925"	"1"	"Stem"
"s926"	"2"	"Stem"
"s927"	"2"	"Stem"
"s928"	"1"	"B.cell-IgA"
"s929"	"1"	"B.cell-IgA"
"s930"	"0"	"B.cell-IgA"
"s931"	"0"	"B.cell-IgA"
"s932"	"0"	"Paneth-like"
"s933"	"0"	"Stem"
"s934"	"2"	"Paneth-like"
"s935"	"2"	"B.cell-IgA"
"s936"	"1"	"B.cell-Immature"
"s937"	"0"	"B.cell-IgG"
"s938"	"0"	"Smooth.Muscle"
"s939"	"2"	"B.cell-IgG"
"s940"	"1"	"B.cell-IgA"
"s941"	"0"	"Macrophage"
"s942"	"0"	"DCSC"
"s943"	"2"	"DCSC"
"s944"	"0"	"DCSC"
"s945"	"2"	"DCSC"
"s946"	"1"	"Stem"
"s947"	"1"	"B.cell-Immature"
"s948"	"0"	"Macrophage"
"s949"	"2"	"Macrophage"
"s950"	"0"	"Fibroblast"
"s951"	"1"	"DCSC"
"s952"	"1"	"Smooth.Muscle"
"s953"	"0"	"Paneth-like"
"s954"	"2"	"Stem"
"s955"	"1"	"Stem"
"s956"	"2"	"DCSC"
"s957"	"0"	"Macrophage"
"s958"	"0"	"Fibroblast"
"s959"	"0"	"Fibroblast"
"s960"	"1"	"DCSC"
"s961"	"1"	"Paneth-like"
"s962"	"1"	"DCSC"
"s963"	"0"	"DCSC"
"s964"	"2"	"Macrophage"
"s965"	"0"	"B.cell-IgA"
"s966"	"0"	"Fibroblast"
"s967"	"2"	"DCSC"
"s968"	"0"	"DCSC"
"s969"	"2"	"DCSC"
"s970"	"1"	"DCSC"
"s971"	"1"	"Macrophage"
"s972"	"2"	"B.cell-IgA"
"s973"	"2"	"B.cell-IgA"
"s974"	"2"	"Stem"
"s975"	"0"	"Stem"
"s976"	"2"	"Stem"
"s977"	"0"	"B.cell-IgA"
"s978"	"1"	"B.cell-IgA"
"s979"	"1"	"B.cell-IgA"
"s980"	"1"	"B.cell-IgA"
"s981"	"0"	"Paneth-like"
"s982"	"0"	"DCSC"
"s983"	"2"	"Paneth-like"
"s984"	"2"	"B.cell-IgA"
"s985"	"2"	"B.cell-Immature"
"s986"	"1"	"B.cell-IgG"
"s987"	"2"	"Smooth.Muscle"
"s988"	"1"	"B.cell-IgG"
"s989"	"1"	"B.cell-IgA"
"s990"	"2"	"Macrophage"
"s991"	"1"	"DCSC"
"s992"	"1"	"DCSC"
"s993"	"1"	"DCSC"
"s994"	"0"	"DCSC"
"s995"	"0"	"Paneth-like"
"s996"	"2"	"B.cell-Immature"
"s997"	"2"	"Macrophage"
"s998"	"0"	"Macrophage"
"s999"	"1"	"Fibroblast"
"s1000"	"1"	"Stem"
"s1001"	"0"	"Smooth.Muscle"
"s1002"	"1"	"Paneth-like"
"s1003"	"0"	"Stem"
"s1004"	"2"	"Stem"
"s1005"	"0"	"Paneth-like"
"s1006"	"0"	"Macrophage"
"s1007"	"0"	"Fibroblast"
"s1008"	"2"	"Fibroblast"
"s1009"	"2"	"DCSC"
"s1010"	"2"	"DCSC"
"s1011"	"1"	"DCSC"
"s1012"	"0"	"DCSC"
"s1013"	"2"	"Macrophage"
"s1014"	"0"	"B.cell-IgA"
"s1015"	"0"	"Fibroblast"
"s1016"	"2"	"DCSC"
"s1017"	"2"	"DCSC"
"s1018"	"1"	"DCSC"
"s1019"	"1"	"DCSC"
"s1020"	"0"	"B.cell-IgG"
"s1021"	"0"	"B.cell-IgA"
"s1022"	"1"	"B.cell-IgA"
"s1023"	"2"	"Stem"
"s1024"	"1"	"Stem"
"s1025"	"1"	"Stem"
"s1026"	"1"	"B.cell-IgA"
"s1027"	"1"	"B.cell-IgA"
"s1028"	"2"	"B.cell-IgA"
"s1029"	"1"	"B.cell-IgA"
"s1030"	"0"	"Paneth-like"
"s1031"	"2"	"DCSC"
"s1032"	"0"	"Paneth-like"
"s1033"	"0"	"Paneth-like"
"s1034"	"2"	"B.cell-Immature"
"s1035"	"0"	"B.cell-IgG"
"s1036"	"2"	"Smooth.Muscle"
"s1037"	"2"	"B.cell-IgG"
"s1038"	"2"	"B.cell-IgA"
"s1039"	"1"	"Macrophage"
"s1040"	"0"	"Stem"
"s1041"	"1"	"DCSC"
"s1042"	"1"	"DCSC"
"s1043"	"2"	"DCSC"
"s1044"	"1"	"Paneth-like"
"s1045"	"0"	"B.cell-Immature"
"s1046"	"2"	"Macrophage"
"s1047"	"2"	"Macrophage"
"s1048"	"1"	"Fibroblast"
"s1049"	"1"	"Stem"
"s1050"	"0"	"Fibroblast"
"s1051"	"0"	"DCSC"
"s1052"	"2"	"Stem"
"s1053"	"1"	"Paneth-like"
"s1054"	"2"	"Paneth-like"
"s1055"	"1"	"Macrophage"
"s1056"	"2"	"B.cell-IgA"
"s1057"	"0"	"Smooth.Muscle"
"s1058"	"2"	"DCSC"
"s1059"	"0"	"DCSC"
"s1060"	"2"	"DCSC"
"s1061"	"0"	"DCSC"
"s1062"	"1"	"Macrophage"
"s1063"	"1"	"B.cell-IgA"
"s1064"	"2"	"Fibroblast"
"s1065"	"0"	"Stem"
"s1066"	"0"	"DCSC"
"s1067"	"0"	"DCSC"
"s1068"	"1"	"DCSC"
"s1069"	"0"	"B.cell-IgG"
"s1070"	"1"	"B.cell-IgA"
"s1071"	"2"	"B.cell-IgA"
"s1072"	"1"	"Stem"
"s1073"	"2"	"Stem"
"s1074"	"1"	"Stem"
"s1075"	"1"	"B.cell-IgA"
"s1076"	"2"	"B.cell-IgA"
"s1077"	"1"	"B.cell-IgA"
"s1078"	"2"	"B.cell-IgA"
"s1079"	"0"	"Paneth-like"
"s1080"	"0"	"DCSC"
"s1081"	"2"	"Paneth-like"
"s1082"	"0"	"Paneth-like"
"s1083"	"1"	"B.cell-Immature"
"s1084"	"2"	"B.cell-IgG"
"s1085"	"2"	"Smooth.Muscle"
"s1086"	"2"	"B.cell-IgG"
"s1087"	"2"	"B.cell-IgA"
"s1088"	"0"	"Macrophage"
"s1089"	"0"	"Stem"
"s1090"	"0"	"DCSC"
"s1091"	"2"	"DCSC"
"s1092"	"1"	"DCSC"
"s1093"	"0"	"Paneth-like"
"s1094"	"0"	"Stem"
"s1095"	"0"	"Macrophage"
"s1096"	"0"	"Macrophage"
"s1097"	"0"	"Fibroblast"
"s1098"	"1"	"Stem"
"s1099"	"0"	"Fibroblast"
"s1100"	"1"	"DCSC"
"s1101"	"1"	"Paneth-like"
"s1102"	"0"	"Paneth-like"
"s1103"	"0"	"Paneth-like"
"s1104"	"1"	"Macrophage"
"s1105"	"0"	"B.cell-IgA"
"s1106"	"1"	"Smooth.Muscle"
"s1107"	"1"	"DCSC"
"s1108"	"2"	"DCSC"
"s1109"	"0"	"DCSC"
"s1110"	"0"	"DCSC"
"s1111"	"0"	"Macrophage"
"s1112"	"1"	"B.cell-IgA"
"s1113"	"1"	"Fibroblast"
"s1114"	"0"	"Stem"
"s1115"	"2"	"DCSC"
"s1116"	"1"	"DCSC"
"s1117"	"2"	"DCSC"
"s1118"	"2"	"B.cell-IgG"
"s1119"	"0"	"B.cell-IgA"
"s1120"	"2"	"B.cell-IgA"
"s1121"	"1"	"Stem"
"s1122"	"2"	"Stem"
"s1123"	"2"	"Stem"
"s1124"	"1"	"B.cell-IgA"
"s1125"	"1"	"B.cell-IgA"
"s1126"	"0"	"B.cell-IgA"
"s1127"	"1"	"B.cell-IgA"
"s1128"	"2"	"Paneth-like"
"s1129"	"2"	"DCSC"
"s1130"	"0"	"Paneth-like"
"s1131"	"0"	"Paneth-like"
"s1132"	"2"	"B.cell-Immature"
"s1133"	"0"	"B.cell-IgG"
"s1134"	"1"	"Smooth.Muscle"
"s1135"	"2"	"B.cell-IgG"
"s1136"	"1"	"B.cell-IgA"
"s1137"	"0"	"Macrophage"
"s1138"	"1"	"Macrophage"
"s1139"	"0"	"DCSC"
"s1140"	"2"	"DCSC"
"s1141"	"1"	"DCSC"
"s1142"	"2"	"Paneth-like"
"s1143"	"0"	"Stem"
"s1144"	"2"	"Macrophage"
"s1145"	"2"	"Macrophage"
"s1146"	"0"	"Fibroblast"
"s1147"	"1"	"DCSC"
"s1148"	"2"	"Fibroblast"
"s1149"	"2"	"DCSC"
"s1150"	"0"	"Paneth-like"
"s1151"	"0"	"Paneth-like"
"s1152"	"1"	"Paneth-like"
"s1153"	"2"	"Macrophage"
"s1154"	"0"	"B.cell-IgA"
"s1155"	"2"	"Smooth.Muscle"
"s1156"	"1"	"DCSC"
"s1157"	"2"	"DCSC"
"s1158"	"0"	"DCSC"
"s1159"	"0"	"DCSC"
"s1160"	"2"	"Macrophage"
"s1161"	"2"	"B.cell-IgA"
"s1162"	"2"	"Fibroblast"
"s1163"	"2"	"Stem"
"s1164"	"1"	"DCSC"
"s1165"	"2"	"DCSC"
"s1166"	"2"	"DCSC"
"s1167"	"2"	"B.cell-IgG"
"s1168"	"1"	"B.cell-IgA"
"s1169"	"2"	"B.cell-IgA"
"s1170"	"2"	"Paneth-like"
"s1171"	"2"	"Stem"
"s1172"	"0"	"Stem"
"s1173"	"2"	"B.cell-IgA"
"s1174"	"0"	"B.cell-IgA"
"s1175"	"0"	"B.cell-IgA"
"s1176"	"0"	"B.cell-IgA"
"s1177"	"0"	"Paneth-like"
"s1178"	"0"	"DCSC"
"s1179"	"0"	"Paneth-like"
"s1180"	"2"	"Paneth-like"
"s1181"	"0"	"B.cell-Immature"
"s1182"	"1"	"B.cell-IgG"
"s1183"	"0"	"Smooth.Muscle"
"s1184"	"1"	"B.cell-IgG"
"s1185"	"0"	"B.cell-Immature"
"s1186"	"0"	"Macrophage"
"s1187"	"2"	"Macrophage"
"s1188"	"1"	"DCSC"
"s1189"	"2"	"DCSC"
"s1190"	"0"	"DCSC"
"s1191"	"0"	"Paneth-like"
"s1192"	"0"	"Stem"
"s1193"	"0"	"Macrophage"
"s1194"	"2"	"Macrophage"
"s1195"	"0"	"Fibroblast"
"s1196"	"2"	"DCSC"
"s1197"	"2"	"Fibroblast"
"s1198"	"0"	"DCSC"
"s1199"	"2"	"Paneth-like"
"s1200"	"1"	"Paneth-like"
"s1201"	"0"	"Paneth-like"
"s1202"	"1"	"Macrophage"
"s1203"	"0"	"B.cell-IgA"
"s1204"	"1"	"Smooth.Muscle"
"s1205"	"2"	"Stem"
"s1206"	"0"	"DCSC"
"s1207"	"1"	"DCSC"
"s1208"	"0"	"DCSC"
"s1209"	"0"	"Macrophage"
"s1210"	"0"	"B.cell-IgA"
"s1211"	"0"	"Fibroblast"
"s1212"	"2"	"Stem"
"s1213"	"2"	"Stem"
"s1214"	"2"	"DCSC"
"s1215"	"2"	"DCSC"
"s1216"	"2"	"B.cell-IgG"
"s1217"	"2"	"B.cell-IgA"
"s1218"	"2"	"B.cell-IgA"
"s1219"	"0"	"Paneth-like"
"s1220"	"1"	"Stem"
"s1221"	"2"	"Stem"
"s1222"	"0"	"B.cell-IgA"
"s1223"	"2"	"B.cell-IgA"
"s1224"	"1"	"B.cell-IgA"
"s1225"	"2"	"B.cell-IgA"
"s1226"	"0"	"Paneth-like"
"s1227"	"1"	"DCSC"
"s1228"	"0"	"Paneth-like"
"s1229"	"1"	"Paneth-like"
"s1230"	"1"	"DCSC"
"s1231"	"1"	"B.cell-IgG"
"s1232"	"2"	"Smooth.Muscle"
"s1233"	"1"	"Stem"
"s1234"	"2"	"B.cell-Immature"
"s1235"	"1"	"Macrophage"
"s1236"	"0"	"Macrophage"
"s1237"	"2"	"DCSC"
"s1238"	"0"	"DCSC"
"s1239"	"1"	"Smooth.Muscle"
"s1240"	"0"	"Paneth-like"
"s1241"	"1"	"Stem"
"s1242"	"1"	"Stem"
"s1243"	"2"	"Macrophage"
"s1244"	"2"	"Fibroblast"
"s1245"	"2"	"Fibroblast"
"s1246"	"1"	"Fibroblast"
"s1247"	"1"	"DCSC"
"s1248"	"0"	"Paneth-like"
"s1249"	"2"	"Paneth-like"
"s1250"	"2"	"Paneth-like"
"s1251"	"1"	"Macrophage"
"s1252"	"0"	"B.cell-IgA"
"s1253"	"1"	"Smooth.Muscle"
"s1254"	"1"	"Stem"
"s1255"	"0"	"DCSC"
"s1256"	"0"	"DCSC"
"s1257"	"2"	"DCSC"
"s1258"	"1"	"Macrophage"
"s1259"	"2"	"B.cell-IgA"
"s1260"	"2"	"Fibroblast"
"s1261"	"0"	"Stem"
"s1262"	"2"	"Stem"
"s1263"	"1"	"DCSC"
"s1264"	"0"	"DCSC"
"s1265"	"2"	"B.cell-IgA"
"s1266"	"2"	"B.cell-IgA"
"s1267"	"2"	"B.cell-IgA"
"s1268"	"2"	"Paneth-like"
"s1269"	"1"	"Stem"
"s1270"	"2"	"Stem"
"s1271"	"1"	"B.cell-IgA"
"s1272"	"1"	"B.cell-IgA"
"s1273"	"2"	"B.cell-IgG"
"s1274"	"2"	"Smooth.Muscle"
"s1275"	"0"	"Paneth-like"
"s1276"	"2"	"DCSC"
"s1277"	"1"	"Paneth-like"
"s1278"	"2"	"Paneth-like"
"s1279"	"0"	"DCSC"
"s1280"	"1"	"B.cell-IgG"
"s1281"	"0"	"Smooth.Muscle"
"s1282"	"0"	"Stem"
"s1283"	"1"	"B.cell-Immature"
"s1284"	"2"	"Macrophage"
"s1285"	"0"	"Macrophage"
"s1286"	"0"	"DCSC"
"s1287"	"2"	"DCSC"
"s1288"	"1"	"Smooth.Muscle"
"s1289"	"0"	"Paneth-like"
"s1290"	"0"	"Stem"
"s1291"	"1"	"Stem"
"s1292"	"0"	"DCSC"
"s1293"	"1"	"Fibroblast"
"s1294"	"0"	"Fibroblast"
"s1295"	"2"	"Fibroblast"
"s1296"	"0"	"DCSC"
"s1297"	"0"	"Paneth-like"
"s1298"	"0"	"Paneth-like"
"s1299"	"2"	"Paneth-like"
"s1300"	"1"	"Macrophage"
"s1301"	"2"	"B.cell-IgA"
"s1302"	"2"	"Fibroblast"
"s1303"	"1"	"Stem"
"s1304"	"0"	"DCSC"
"s1305"	"1"	"DCSC"
"s1306"	"1"	"DCSC"
"s1307"	"1"	"Macrophage"
"s1308"	"1"	"B.cell-IgA"
"s1309"	"0"	"Fibroblast"
"s1310"	"1"	"Stem"
"s1311"	"0"	"Stem"
"s1312"	"0"	"Stem"
"s1313"	"0"	"B.cell-IgA"
"s1314"	"2"	"B.cell-IgA"
"s1315"	"1"	"B.cell-IgA"
"s1316"	"0"	"B.cell-IgA"
"s1317"	"0"	"Paneth-like"
"s1318"	"2"	"Stem"
"s1319"	"2"	"Stem"
"s1320"	"0"	"B.cell-IgA"
"s1321"	"2"	"B.cell-Immature"
"s1322"	"0"	"B.cell-IgG"
"s1323"	"0"	"Smooth.Muscle"
"s1324"	"0"	"Stem"
"s1325"	"1"	"B.cell-Immature"
"s1326"	"0"	"Macrophage"
"s1327"	"0"	"Macrophage"
"s1328"	"2"	"DCSC"
"s1329"	"1"	"DCSC"
"s1330"	"2"	"Smooth.Muscle"
"s1331"	"2"	"Paneth-like"
"s1332"	"1"	"Stem"
"s1333"	"0"	"Stem"
"s1334"	"2"	"DCSC"
"s1335"	"1"	"Macrophage"
"s1336"	"2"	"Fibroblast"
"s1337"	"1"	"Fibroblast"
"s1338"	"0"	"DCSC"
"s1339"	"2"	"Paneth-like"
"s1340"	"2"	"DCSC"
"s1341"	"2"	"Paneth-like"
"s1342"	"2"	"Macrophage"
"s1343"	"1"	"B.cell-IgA"
"s1344"	"2"	"Smooth.Muscle"
"s1345"	"1"	"Stem"
"s1346"	"1"	"DCSC"
"s1347"	"0"	"DCSC"
"s1348"	"2"	"DCSC"
"s1349"	"0"	"Macrophage"
"s1350"	"0"	"B.cell-IgA"
"s1351"	"0"	"Fibroblast"
"s1352"	"1"	"Stem"
"s1353"	"2"	"Stem"
"s1354"	"0"	"Stem"
"s1355"	"1"	"B.cell-IgA"
"s1356"	"0"	"B.cell-IgA"
"s1357"	"2"	"B.cell-IgA"
"s1358"	"2"	"B.cell-IgA"
"s1359"	"1"	"Paneth-like"
"s1360"	"1"	"Stem"
"s1361"	"0"	"Stem"
"s1362"	"0"	"B.cell-IgA"
"s1363"	"1"	"B.cell-Immature"
"s1364"	"2"	"B.cell-IgG"
"s1365"	"1"	"Smooth.Muscle"
"s1366"	"1"	"Stem"
"s1367"	"2"	"B.cell-Immature"
"s1368"	"0"	"Macrophage"
"s1369"	"1"	"Macrophage"
"s1370"	"0"	"DCSC"
"s1371"	"1"	"DCSC"
"s1372"	"2"	"Smooth.Muscle"
"s1373"	"1"	"Paneth-like"
"s1374"	"1"	"Stem"
"s1375"	"2"	"Stem"
"s1376"	"1"	"DCSC"
"s1377"	"1"	"Macrophage"
"s1378"	"2"	"Fibroblast"
"s1379"	"0"	"Fibroblast"
"s1380"	"1"	"DCSC"
"s1381"	"1"	"Paneth-like"
"s1382"	"2"	"DCSC"
"s1383"	"0"	"Paneth-like"
"s1384"	"1"	"Macrophage"
"s1385"	"2"	"B.cell-IgA"
"s1386"	"1"	"Fibroblast"
"s1387"	"2"	"Stem"
"s1388"	"2"	"DCSC"
"s1389"	"1"	"DCSC"
"s1390"	"0"	"DCSC"
"s1391"	"0"	"Macrophage"
"s1392"	"0"	"B.cell-IgA"
"s1393"	"2"	"Fibroblast"
"s1394"	"1"	"Stem"
"s1395"	"1"	"Stem"
"s1396"	"2"	"Stem"
"s1397"	"0"	"B.cell-IgA"
"s1398"	"2"	"B.cell-IgA"
"s1399"	"1"	"B.cell-IgA"
"s1400"	"1"	"B.cell-IgA"
"s1401"	"0"	"Paneth-like"
"s1402"	"0"	"Stem"
"s1403"	"0"	"Paneth-like"
"s1404"	"2"	"B.cell-IgA"
"s1405"	"2"	"B.cell-Immature"
"s1406"	"2"	"B.cell-IgG"
"s1407"	"0"	"Smooth.Muscle"
"s1408"	"1"	"B.cell-IgG"
"s1409"	"2"	"B.cell-IgA"
"s1410"	"0"	"DCSC"
"s1411"	"1"	"DCSC"
"s1412"	"2"	"DCSC"
"s1413"	"0"	"DCSC"
"s1414"	"1"	"DCSC"
"s1415"	"1"	"Stem"
"s1416"	"2"	"B.cell-Immature"
"s1417"	"2"	"Macrophage"
"s1418"	"1"	"Macrophage"
"s1419"	"2"	"DCSC"
"s1420"	"1"	"DCSC"
"s1421"	"2"	"Smooth.Muscle"
"s1422"	"1"	"Paneth-like"
"s1423"	"2"	"Stem"
"s1424"	"1"	"Stem"
"s1425"	"2"	"DCSC"
"s1426"	"2"	"Macrophage"
"s1427"	"0"	"Fibroblast"
"s1428"	"1"	"Fibroblast"
"s1429"	"1"	"DCSC"
"s1430"	"1"	"Paneth-like"
"s1431"	"1"	"DCSC"
"s1432"	"2"	"DCSC"
"s1433"	"2"	"Macrophage"
"s1434"	"2"	"Fibroblast"
"s1435"	"2"	"Fibroblast"
"s1436"	"0"	"DCSC"
"s1437"	"2"	"Stem"
"s1438"	"1"	"DCSC"
"s1439"	"1"	"DCSC"
"s1440"	"0"	"B.cell-IgG"
"s1441"	"2"	"B.cell-IgA"
"s1442"	"2"	"Fibroblast"
"s1443"	"0"	"Stem"
"s1444"	"0"	"Stem"
"s1445"	"0"	"Stem"
"s1446"	"2"	"B.cell-IgA"
"s1447"	"1"	"B.cell-IgA"
"s1448"	"0"	"B.cell-IgA"
"s1449"	"1"	"B.cell-IgA"
"s1450"	"2"	"Paneth-like"
"s1451"	"0"	"DCSC"
"s1452"	"0"	"DCSC"
"s1453"	"1"	"B.cell-IgA"
"s1454"	"1"	"B.cell-Immature"
"s1455"	"1"	"B.cell-IgG"
"s1456"	"1"	"Smooth.Muscle"
"s1457"	"0"	"B.cell-IgG"
"s1458"	"2"	"B.cell-IgA"
"s1459"	"1"	"Macrophage"
"s1460"	"2"	"Stem"
"s1461"	"0"	"DCSC"
"s1462"	"2"	"DCSC"
"s1463"	"2"	"DCSC"
"s1464"	"0"	"Paneth-like"
"s1465"	"0"	"B.cell-Immature"
"s1466"	"1"	"Macrophage"
"s1467"	"0"	"Macrophage"
"s1468"	"1"	"Fibroblast"
"s1469"	"2"	"Stem"
"s1470"	"1"	"Smooth.Muscle"
"s1471"	"2"	"Paneth-like"
"s1472"	"0"	"Stem"
"s1473"	"1"	"Stem"
"s1474"	"2"	"DCSC"
"s1475"	"1"	"Macrophage"
"s1476"	"0"	"Fibroblast"
"s1477"	"2"	"Smooth.Muscle"
"s1478"	"2"	"DCSC"
"s1479"	"0"	"DCSC"
"s1480"	"0"	"DCSC"
"s1481"	"2"	"DCSC"
"s1482"	"2"	"Macrophage"
"s1483"	"0"	"Fibroblast"
"s1484"	"1"	"Fibroblast"
"s1485"	"2"	"DCSC"
"s1486"	"2"	"DCSC"
"s1487"	"1"	"DCSC"
"s1488"	"1"	"DCSC"
"s1489"	"0"	"B.cell-IgG"
"s1490"	"1"	"B.cell-IgA"
"s1491"	"2"	"B.cell-IgA"
"s1492"	"2"	"Stem"
"s1493"	"0"	"Stem"
"s1494"	"2"	"Stem"
"s1495"	"2"	"B.cell-IgA"
"s1496"	"0"	"B.cell-IgA"
"s1497"	"1"	"B.cell-IgA"
"s1498"	"2"	"B.cell-IgA"
"s1499"	"2"	"Paneth-like"
"s1500"	"2"	"DCSC"
"s1501"	"2"	"Paneth-like"
"s1502"	"2"	"Paneth-like"
"s1503"	"1"	"B.cell-Immature"
"s1504"	"1"	"B.cell-IgG"
"s1505"	"0"	"Smooth.Muscle"
"s1506"	"2"	"B.cell-IgG"
"s1507"	"0"	"B.cell-IgA"
"s1508"	"1"	"Macrophage"
"s1509"	"2"	"Stem"
"s1510"	"2"	"DCSC"
"s1511"	"0"	"DCSC"
"s1512"	"1"	"DCSC"
"s1513"	"2"	"Paneth-like"
"s1514"	"1"	"B.cell-Immature"
"s1515"	"2"	"Macrophage"
"s1516"	"2"	"Macrophage"
"s1517"	"2"	"Fibroblast"
"s1518"	"1"	"DCSC"
"s1519"	"2"	"Fibroblast"
"s1520"	"2"	"DCSC"
"s1521"	"1"	"Stem"
"s1522"	"2"	"Paneth-like"
"s1523"	"1"	"Paneth-like"
"s1524"	"0"	"Macrophage"
"s1525"	"2"	"B.cell-IgA"
"s1526"	"0"	"Smooth.Muscle"
"s1527"	"1"	"DCSC"
"s1528"	"1"	"DCSC"
"s1529"	"0"	"DCSC"
"s1530"	"1"	"DCSC"
"s1531"	"1"	"Macrophage"
"s1532"	"1"	"Fibroblast"
"s1533"	"1"	"Fibroblast"
"s1534"	"1"	"DCSC"
"s1535"	"1"	"DCSC"
"s1536"	"0"	"DCSC"
"s1537"	"1"	"DCSC"
"s1538"	"1"	"B.cell-IgG"
"s1539"	"2"	"B.cell-IgA"
"s1540"	"2"	"B.cell-IgA"
"s1541"	"2"	"Stem"
"s1542"	"2"	"Stem"
"s1543"	"1"	"Stem"
"s1544"	"2"	"B.cell-IgA"
"s1545"	"1"	"B.cell-IgA"
"s1546"	"1"	"B.cell-IgA"
"s1547"	"2"	"B.cell-IgA"
"s1548"	"1"	"Paneth-like"
