"cell_ID"	"FOV"	"cell_types"
"s2299"	"1"	"B.cell-IgA"
"s2300"	"1"	"B.cell-IgA"
"s2301"	"1"	"B.cell-Immature"
"s2302"	"2"	"Smooth.Muscle"
"s2303"	"2"	"Smooth.Muscle"
"s2304"	"1"	"Stem"
"s2305"	"0"	"B.cell-Immature"
"s2306"	"0"	"Macrophage"
"s2307"	"1"	"Macrophage"
"s2308"	"0"	"DCSC"
"s2309"	"2"	"DCSC"
"s2310"	"2"	"Smooth.Muscle"
"s2311"	"2"	"Paneth-like"
"s2312"	"0"	"Stem"
"s2313"	"1"	"Stem"
"s2314"	"0"	"DCSC"
"s2315"	"0"	"Macrophage"
"s2316"	"2"	"Fibroblast"
"s2317"	"1"	"Fibroblast"
"s2318"	"1"	"DCSC"
"s2319"	"1"	"Paneth-like"
"s2320"	"2"	"Paneth-like"
"s2321"	"2"	"DCSC"
"s2322"	"0"	"Macrophage"
"s2323"	"2"	"Fibroblast"
"s2324"	"2"	"Fibroblast"
"s2325"	"0"	"DCSC"
"s2326"	"0"	"Stem"
"s2327"	"2"	"DCSC"
"s2328"	"1"	"DCSC"
"s2329"	"1"	"B.cell-IgG"
"s2330"	"0"	"B.cell-IgA"
"s2331"	"0"	"Fibroblast"
"s2332"	"1"	"Stem"
"s2333"	"1"	"Stem"
"s2334"	"1"	"Stem"
"s2335"	"1"	"B.cell-IgA"
"s2336"	"2"	"B.cell-IgA"
"s2337"	"1"	"B.cell-IgA"
"s2338"	"0"	"B.cell-IgA"
"s2339"	"0"	"Paneth-like"
"s2340"	"0"	"Stem"
"s2341"	"2"	"B.cell-IgA"
"s2342"	"0"	"B.cell-IgA"
"s2343"	"0"	"B.cell-Immature"
"s2344"	"1"	"B.cell-IgG"
"s2345"	"0"	"Smooth.Muscle"
"s2346"	"0"	"B.cell-IgA"
"s2347"	"1"	"B.cell-IgA"
"s2348"	"1"	"DCSC"
"s2349"	"2"	"B.cell-IgG"
"s2350"	"1"	"DCSC"
"s2351"	"2"	"DCSC"
"s2352"	"1"	"Paneth-like"
"s2353"	"0"	"B.cell-Immature"
"s2354"	"1"	"Macrophage"
"s2355"	"1"	"Macrophage"
"s2356"	"0"	"DCSC"
"s2357"	"2"	"DCSC"
"s2358"	"0"	"Paneth-like"
"s2359"	"1"	"Stem"
"s2360"	"2"	"Paneth-like"
"s2361"	"0"	"DCSC"
"s2362"	"0"	"Macrophage"
"s2363"	"0"	"Fibroblast"
"s2364"	"0"	"DCSC"
"s2365"	"1"	"Paneth-like"
"s2366"	"1"	"DCSC"
"s2367"	"0"	"Macrophage"
"s2368"	"2"	"Macrophage"
"s2369"	"1"	"Fibroblast"
"s2370"	"0"	"DCSC"
"s2371"	"0"	"Stem"
"s2372"	"0"	"DCSC"
"s2373"	"1"	"Macrophage"
"s2374"	"0"	"B.cell-IgG"
"s2375"	"1"	"B.cell-IgA"
"s2376"	"1"	"Stem"
"s2377"	"0"	"Stem"
"s2378"	"2"	"Stem"
"s2379"	"1"	"B.cell-IgA"
"s2380"	"0"	"B.cell-IgA"
"s2381"	"1"	"B.cell-IgA"
"s2382"	"2"	"Paneth-like"
"s2383"	"1"	"Stem"
"s2384"	"2"	"B.cell-IgA"
"s2385"	"2"	"B.cell-IgA"
"s2386"	"0"	"B.cell-Immature"
"s2387"	"1"	"B.cell-IgG"
"s2388"	"1"	"B.cell-IgA"
"s2389"	"0"	"B.cell-IgA"
"s2390"	"2"	"DCSC"
"s2391"	"0"	"B.cell-IgG"
"s2392"	"2"	"DCSC"
"s2393"	"1"	"DCSC"
"s2394"	"1"	"Paneth-like"
"s2395"	"0"	"B.cell-Immature"
"s2396"	"2"	"Macrophage"
"s2397"	"1"	"Macrophage"
"s2398"	"0"	"DCSC"
"s2399"	"2"	"Stem"
"s2400"	"0"	"DCSC"
"s2401"	"2"	"Stem"
"s2402"	"0"	"Paneth-like"
"s2403"	"0"	"DCSC"
"s2404"	"1"	"Macrophage"
"s2405"	"2"	"Fibroblast"
"s2406"	"2"	"DCSC"
"s2407"	"2"	"DCSC"
"s2408"	"2"	"DCSC"
"s2409"	"1"	"Macrophage"
"s2410"	"1"	"Macrophage"
"s2411"	"0"	"Fibroblast"
"s2412"	"0"	"DCSC"
"s2413"	"1"	"Stem"
"s2414"	"1"	"DCSC"
"s2415"	"2"	"Macrophage"
"s2416"	"1"	"B.cell-IgG"
"s2417"	"1"	"B.cell-IgA"
"s2418"	"1"	"Stem"
"s2419"	"2"	"Stem"
"s2420"	"2"	"Stem"
"s2421"	"0"	"B.cell-IgA"
"s2422"	"0"	"B.cell-IgA"
"s2423"	"0"	"B.cell-IgA"
"s2424"	"1"	"Paneth-like"
"s2425"	"1"	"Stem"
"s2426"	"1"	"B.cell-IgA"
"s2427"	"1"	"B.cell-IgA"
"s2428"	"0"	"B.cell-Immature"
"s2429"	"1"	"B.cell-IgG"
"s2430"	"1"	"B.cell-IgA"
"s2431"	"2"	"B.cell-IgA"
"s2432"	"1"	"Macrophage"
"s2433"	"2"	"B.cell-IgG"
"s2434"	"2"	"DCSC"
"s2435"	"0"	"DCSC"
"s2436"	"2"	"Paneth-like"
"s2437"	"0"	"Macrophage"
"s2438"	"0"	"Macrophage"
"s2439"	"2"	"Macrophage"
"s2440"	"0"	"DCSC"
"s2441"	"1"	"DCSC"
"s2442"	"2"	"DCSC"
"s2443"	"0"	"Paneth-like"
"s2444"	"0"	"Paneth-like"
"s2445"	"2"	"DCSC"
"s2446"	"0"	"Macrophage"
"s2447"	"1"	"Fibroblast"
"s2448"	"0"	"DCSC"
"s2449"	"1"	"DCSC"
"s2450"	"2"	"DCSC"
"s2451"	"1"	"Macrophage"
"s2452"	"2"	"Macrophage"
"s2453"	"2"	"Fibroblast"
"s2454"	"0"	"DCSC"
"s2455"	"1"	"Stem"
"s2456"	"0"	"DCSC"
"s2457"	"1"	"DCSC"
"s2458"	"2"	"B.cell-IgG"
"s2459"	"1"	"B.cell-IgA"
"s2460"	"0"	"Stem"
"s2461"	"1"	"Stem"
"s2462"	"2"	"B.cell-IgA"
"s2463"	"2"	"B.cell-IgA"
"s2464"	"1"	"B.cell-IgA"
"s2465"	"2"	"B.cell-IgA"
"s2466"	"0"	"Paneth-like"
"s2467"	"0"	"Stem"
"s2468"	"1"	"Paneth-like"
"s2469"	"1"	"Paneth-like"
"s2470"	"1"	"B.cell-Immature"
"s2471"	"0"	"B.cell-IgG"
"s2472"	"2"	"B.cell-IgG"
"s2473"	"0"	"B.cell-IgA"
"s2474"	"0"	"Macrophage"
"s2475"	"1"	"B.cell-IgG"
"s2476"	"0"	"DCSC"
"s2477"	"1"	"DCSC"
"s2478"	"1"	"Paneth-like"
"s2479"	"1"	"Macrophage"
"s2480"	"2"	"Macrophage"
"s2481"	"1"	"Macrophage"
"s2482"	"2"	"DCSC"
"s2483"	"1"	"DCSC"
"s2484"	"0"	"DCSC"
"s2485"	"2"	"Paneth-like"
"s2486"	"2"	"Paneth-like"
"s2487"	"1"	"DCSC"
"s2488"	"2"	"Macrophage"
"s2489"	"0"	"Fibroblast"
"s2490"	"0"	"DCSC"
"s2491"	"0"	"DCSC"
"s2492"	"2"	"DCSC"
"s2493"	"2"	"Macrophage"
"s2494"	"0"	"Macrophage"
"s2495"	"2"	"Fibroblast"
"s2496"	"0"	"DCSC"
"s2497"	"1"	"Stem"
"s2498"	"2"	"Stem"
"s2499"	"2"	"DCSC"
"s2500"	"1"	"B.cell-IgG"
"s2501"	"1"	"B.cell-IgA"
"s2502"	"2"	"Stem"
"s2503"	"2"	"Stem"
"s2504"	"2"	"B.cell-IgA"
"s2505"	"0"	"B.cell-IgA"
"s2506"	"2"	"B.cell-IgA"
"s2507"	"0"	"B.cell-IgA"
"s2508"	"0"	"Paneth-like"
"s2509"	"1"	"Stem"
"s2510"	"2"	"Paneth-like"
"s2511"	"2"	"Paneth-like"
"s2512"	"1"	"B.cell-Immature"
"s2513"	"2"	"B.cell-IgG"
"s2514"	"1"	"B.cell-IgG"
"s2515"	"2"	"B.cell-Immature"
"s2516"	"0"	"Macrophage"
"s2517"	"2"	"B.cell-IgG"
"s2518"	"1"	"DCSC"
"s2519"	"0"	"DCSC"
"s2520"	"0"	"Paneth-like"
"s2521"	"1"	"Macrophage"
"s2522"	"1"	"Macrophage"
"s2523"	"0"	"Macrophage"
"s2524"	"0"	"DCSC"
"s2525"	"1"	"Fibroblast"
"s2526"	"2"	"DCSC"
"s2527"	"0"	"Paneth-like"
"s2528"	"1"	"Paneth-like"
"s2529"	"1"	"Paneth-like"
"s2530"	"1"	"Macrophage"
"s2531"	"2"	"Fibroblast"
"s2532"	"2"	"DCSC"
"s2533"	"2"	"DCSC"
"s2534"	"1"	"DCSC"
"s2535"	"0"	"Macrophage"
"s2536"	"1"	"Macrophage"
"s2537"	"1"	"Fibroblast"
"s2538"	"0"	"DCSC"
"s2539"	"2"	"DCSC"
"s2540"	"1"	"Stem"
"s2541"	"0"	"DCSC"
"s2542"	"2"	"B.cell-IgG"
"s2543"	"0"	"B.cell-IgA"
"s2544"	"0"	"Stem"
"s2545"	"0"	"Stem"
"s2546"	"0"	"B.cell-IgA"
"s2547"	"1"	"B.cell-IgA"
"s2548"	"1"	"B.cell-IgA"
"s2549"	"0"	"B.cell-IgA"
"s2550"	"2"	"Paneth-like"
"s2551"	"1"	"Stem"
"s2552"	"1"	"Paneth-like"
"s2553"	"1"	"Paneth-like"
"s2554"	"2"	"B.cell-Immature"
"s2555"	"1"	"B.cell-IgG"
"s2556"	"0"	"B.cell-IgG"
"s2557"	"2"	"B.cell-Immature"
"s2558"	"0"	"Macrophage"
"s2559"	"1"	"B.cell-IgG"
"s2560"	"0"	"DCSC"
"s2561"	"0"	"DCSC"
"s2562"	"2"	"Paneth-like"
"s2563"	"1"	"Stem"
"s2564"	"1"	"Macrophage"
"s2565"	"0"	"Macrophage"
"s2566"	"0"	"DCSC"
"s2567"	"2"	"Fibroblast"
"s2568"	"2"	"DCSC"
"s2569"	"1"	"Paneth-like"
"s2570"	"0"	"Paneth-like"
"s2571"	"2"	"Paneth-like"
"s2572"	"0"	"Macrophage"
"s2573"	"0"	"Fibroblast"
"s2574"	"1"	"DCSC"
"s2575"	"1"	"DCSC"
"s2576"	"2"	"DCSC"
"s2577"	"2"	"Macrophage"
"s2578"	"0"	"Macrophage"
"s2579"	"0"	"Fibroblast"
"s2580"	"1"	"Stem"
"s2581"	"0"	"DCSC"
"s2582"	"1"	"Stem"
"s2583"	"0"	"B.cell-IgA"
"s2584"	"2"	"B.cell-IgG"
"s2585"	"2"	"B.cell-IgA"
"s2586"	"1"	"Paneth-like"
"s2587"	"0"	"Stem"
"s2588"	"1"	"B.cell-IgA"
"s2589"	"1"	"B.cell-IgA"
"s2590"	"2"	"B.cell-IgA"
"s2591"	"1"	"B.cell-IgG"
"s2592"	"0"	"Paneth-like"
"s2593"	"0"	"DCSC"
"s2594"	"1"	"Paneth-like"
"s2595"	"1"	"Paneth-like"
"s2596"	"0"	"DCSC"
"s2597"	"2"	"B.cell-IgG"
"s2598"	"2"	"Stem"
"s2599"	"2"	"B.cell-Immature"
"s2600"	"1"	"Macrophage"
"s2601"	"1"	"B.cell-IgG"
"s2602"	"0"	"DCSC"
"s2603"	"0"	"DCSC"
"s2604"	"1"	"Paneth-like"
"s2605"	"0"	"Stem"
"s2606"	"1"	"Stem"
"s2607"	"0"	"Macrophage"
"s2608"	"2"	"Smooth.Muscle"
"s2609"	"1"	"Fibroblast"
"s2610"	"1"	"DCSC"
"s2611"	"2"	"Paneth-like"
"s2612"	"0"	"Paneth-like"
"s2613"	"0"	"DCSC"
"s2614"	"0"	"Macrophage"
"s2615"	"0"	"Fibroblast"
"s2616"	"0"	"DCSC"
"s2617"	"2"	"DCSC"
"s2618"	"0"	"DCSC"
"s2619"	"1"	"Macrophage"
"s2620"	"1"	"Macrophage"
"s2621"	"2"	"B.cell-IgA"
"s2622"	"0"	"Stem"
"s2623"	"0"	"Stem"
"s2624"	"1"	"Stem"
"s2625"	"0"	"B.cell-IgA"
"s2626"	"2"	"B.cell-IgA"
"s2627"	"0"	"B.cell-IgA"
"s2628"	"2"	"Paneth-like"
"s2629"	"2"	"Stem"
"s2630"	"2"	"B.cell-IgA"
"s2631"	"1"	"B.cell-IgA"
"s2632"	"2"	"B.cell-IgA"
"s2633"	"2"	"B.cell-IgG"
"s2634"	"1"	"Paneth-like"
"s2635"	"2"	"Stem"
"s2636"	"2"	"Paneth-like"
"s2637"	"1"	"Paneth-like"
"s2638"	"2"	"DCSC"
"s2639"	"1"	"B.cell-IgG"
"s2640"	"1"	"Stem"
"s2641"	"0"	"B.cell-Immature"
"s2642"	"0"	"Macrophage"
"s2643"	"2"	"Macrophage"
"s2644"	"2"	"DCSC"
"s2645"	"0"	"DCSC"
"s2646"	"0"	"Paneth-like"
"s2647"	"2"	"Stem"
"s2648"	"1"	"Stem"
"s2649"	"1"	"Macrophage"
"s2650"	"1"	"Smooth.Muscle"
"s2651"	"1"	"Fibroblast"
"s2652"	"1"	"DCSC"
"s2653"	"1"	"Paneth-like"
"s2654"	"0"	"Paneth-like"
"s2655"	"0"	"Smooth.Muscle"
"s2656"	"2"	"Macrophage"
"s2657"	"2"	"Fibroblast"
"s2658"	"1"	"DCSC"
"s2659"	"2"	"DCSC"
"s2660"	"2"	"DCSC"
"s2661"	"0"	"Macrophage"
"s2662"	"1"	"Macrophage"
"s2663"	"2"	"B.cell-IgA"
"s2664"	"2"	"Stem"
"s2665"	"0"	"Stem"
"s2666"	"1"	"Stem"
"s2667"	"0"	"B.cell-IgA"
"s2668"	"1"	"B.cell-IgA"
"s2669"	"0"	"B.cell-IgA"
"s2670"	"2"	"Paneth-like"
"s2671"	"0"	"Stem"
"s2672"	"0"	"B.cell-IgA"
"s2673"	"1"	"B.cell-IgA"
"s2674"	"1"	"B.cell-IgA"
"s2675"	"1"	"Smooth.Muscle"
"s2676"	"1"	"Stem"
"s2677"	"0"	"B.cell-Immature"
"s2678"	"1"	"Macrophage"
"s2679"	"0"	"Macrophage"
"s2680"	"0"	"DCSC"
"s2681"	"1"	"DCSC"
"s2682"	"2"	"Paneth-like"
"s2683"	"0"	"Stem"
"s2684"	"1"	"Stem"
"s2685"	"0"	"Macrophage"
"s2686"	"2"	"Smooth.Muscle"
"s2687"	"0"	"Fibroblast"
"s2688"	"2"	"DCSC"
"s2689"	"1"	"Paneth-like"
"s2690"	"2"	"Paneth-like"
"s2691"	"2"	"DCSC"
"s2692"	"1"	"Macrophage"
"s2693"	"2"	"Fibroblast"
"s2694"	"1"	"DCSC"
"s2695"	"2"	"DCSC"
"s2696"	"2"	"DCSC"
"s2697"	"0"	"Macrophage"
"s2698"	"0"	"B.cell-IgG"
"s2699"	"0"	"B.cell-IgA"
"s2700"	"1"	"Stem"
"s2701"	"1"	"Stem"
"s2702"	"1"	"Stem"
"s2703"	"2"	"B.cell-IgA"
"s2704"	"1"	"B.cell-IgA"
"s2705"	"2"	"B.cell-IgA"
"s2706"	"0"	"Paneth-like"
"s2707"	"0"	"Stem"
"s2708"	"1"	"B.cell-IgA"
"s2709"	"0"	"B.cell-IgA"
"s2710"	"0"	"B.cell-Immature"
"s2711"	"2"	"Smooth.Muscle"
"s2712"	"1"	"Paneth-like"
"s2713"	"1"	"B.cell-Immature"
"s2714"	"1"	"Macrophage"
"s2715"	"2"	"Macrophage"
"s2716"	"2"	"DCSC"
"s2717"	"2"	"DCSC"
"s2718"	"1"	"Paneth-like"
"s2719"	"2"	"Stem"
"s2720"	"0"	"Stem"
"s2721"	"0"	"DCSC"
"s2722"	"1"	"Smooth.Muscle"
"s2723"	"0"	"Fibroblast"
"s2724"	"1"	"DCSC"
"s2725"	"0"	"Paneth-like"
"s2726"	"0"	"Paneth-like"
"s2727"	"1"	"DCSC"
"s2728"	"0"	"Macrophage"
"s2729"	"0"	"Fibroblast"
"s2730"	"2"	"DCSC"
"s2731"	"2"	"Stem"
"s2732"	"1"	"DCSC"
"s2733"	"0"	"Macrophage"
"s2734"	"1"	"B.cell-IgG"
"s2735"	"0"	"B.cell-IgA"
"s2736"	"1"	"Stem"
"s2737"	"2"	"Stem"
"s2738"	"0"	"Stem"
"s2739"	"2"	"B.cell-IgA"
"s2740"	"0"	"B.cell-IgA"
"s2741"	"0"	"B.cell-IgA"
"s2742"	"1"	"Paneth-like"
"s2743"	"2"	"Stem"
"s2744"	"0"	"B.cell-IgA"
"s2745"	"2"	"B.cell-IgA"
"s2746"	"2"	"B.cell-Immature"
"s2747"	"2"	"B.cell-IgG"
"s2748"	"0"	"B.cell-IgA"
"s2749"	"0"	"B.cell-IgA"
"s2750"	"0"	"DCSC"
"s2751"	"2"	"B.cell-IgG"
"s2752"	"1"	"DCSC"
"s2753"	"1"	"DCSC"
"s2754"	"2"	"Paneth-like"
"s2755"	"2"	"Macrophage"
"s2756"	"1"	"Macrophage"
"s2757"	"0"	"Macrophage"
"s2758"	"0"	"DCSC"
"s2759"	"2"	"DCSC"
"s2760"	"1"	"Paneth-like"
"s2761"	"2"	"Stem"
"s2762"	"1"	"Paneth-like"
"s2763"	"0"	"DCSC"
"s2764"	"0"	"Smooth.Muscle"
"s2765"	"0"	"Fibroblast"
"s2766"	"1"	"DCSC"
"s2767"	"0"	"DCSC"
"s2768"	"0"	"DCSC"
"s2769"	"1"	"Macrophage"
"s2770"	"0"	"Macrophage"
"s2771"	"0"	"Fibroblast"
"s2772"	"0"	"DCSC"
"s2773"	"2"	"DCSC"
"s2774"	"2"	"DCSC"
"s2775"	"2"	"Macrophage"
"s2776"	"0"	"B.cell-IgG"
"s2777"	"1"	"B.cell-IgA"
"s2778"	"0"	"Stem"
"s2779"	"1"	"Stem"
"s2780"	"0"	"B.cell-IgA"
"s2781"	"0"	"B.cell-IgA"
"s2782"	"0"	"B.cell-IgA"
"s2783"	"2"	"B.cell-IgA"
"s2784"	"0"	"Paneth-like"
"s2785"	"0"	"Stem"
"s2786"	"0"	"B.cell-IgA"
"s2787"	"0"	"B.cell-IgA"
"s2788"	"0"	"B.cell-Immature"
"s2789"	"0"	"Smooth.Muscle"
"s2790"	"2"	"B.cell-IgA"
"s2791"	"2"	"B.cell-IgA"
"s2792"	"2"	"DCSC"
"s2793"	"2"	"B.cell-IgG"
"s2794"	"1"	"DCSC"
"s2795"	"1"	"DCSC"
"s2796"	"0"	"Paneth-like"
"s2797"	"2"	"Macrophage"
"s2798"	"1"	"Macrophage"
"s2799"	"1"	"Fibroblast"
"s2800"	"1"	"DCSC"
"s2801"	"1"	"Stem"
"s2802"	"2"	"Stem"
"s2803"	"0"	"Stem"
"s2804"	"0"	"Paneth-like"
"s2805"	"2"	"DCSC"
"s2806"	"2"	"Smooth.Muscle"
"s2807"	"1"	"Fibroblast"
"s2808"	"0"	"DCSC"
"s2809"	"1"	"DCSC"
"s2810"	"1"	"DCSC"
"s2811"	"0"	"Macrophage"
"s2812"	"1"	"Macrophage"
"s2813"	"1"	"Fibroblast"
"s2814"	"0"	"DCSC"
"s2815"	"0"	"Stem"
"s2816"	"0"	"Stem"
"s2817"	"0"	"Macrophage"
"s2818"	"1"	"B.cell-IgG"
"s2819"	"0"	"B.cell-IgA"
"s2820"	"2"	"Stem"
"s2821"	"1"	"Stem"
"s2822"	"2"	"B.cell-IgA"
"s2823"	"0"	"B.cell-IgA"
"s2824"	"0"	"B.cell-IgA"
"s2825"	"0"	"B.cell-IgA"
"s2826"	"0"	"Paneth-like"
"s2827"	"1"	"Stem"
"s2828"	"2"	"B.cell-IgA"
"s2829"	"2"	"B.cell-IgA"
"s2830"	"1"	"B.cell-Immature"
"s2831"	"1"	"Smooth.Muscle"
"s2832"	"2"	"B.cell-IgA"
"s2833"	"1"	"B.cell-IgA"
"s2834"	"0"	"DCSC"
"s2835"	"1"	"B.cell-IgG"
"s2836"	"0"	"DCSC"
"s2837"	"0"	"DCSC"
"s2838"	"1"	"Paneth-like"
"s2839"	"2"	"Macrophage"
"s2840"	"0"	"Macrophage"
"s2841"	"1"	"Macrophage"
"s2842"	"2"	"DCSC"
"s2843"	"0"	"Stem"
"s2844"	"1"	"DCSC"
"s2845"	"0"	"Paneth-like"
"s2846"	"0"	"Paneth-like"
"s2847"	"2"	"DCSC"
"s2848"	"0"	"Smooth.Muscle"
"s2849"	"1"	"Fibroblast"
"s2850"	"1"	"DCSC"
"s2851"	"0"	"DCSC"
"s2852"	"2"	"DCSC"
"s2853"	"1"	"Macrophage"
"s2854"	"0"	"Macrophage"
"s2855"	"0"	"Fibroblast"
"s2856"	"0"	"DCSC"
"s2857"	"2"	"Stem"
"s2858"	"2"	"Stem"
"s2859"	"1"	"DCSC"
"s2860"	"0"	"B.cell-IgG"
"s2861"	"1"	"B.cell-IgA"
"s2862"	"2"	"Stem"
"s2863"	"2"	"Stem"
"s2864"	"2"	"B.cell-IgA"
"s2865"	"0"	"B.cell-IgA"
"s2866"	"1"	"B.cell-IgA"
"s2867"	"1"	"B.cell-IgA"
"s2868"	"0"	"Paneth-like"
"s2869"	"0"	"Stem"
"s2870"	"2"	"Paneth-like"
"s2871"	"1"	"B.cell-IgA"
"s2872"	"1"	"B.cell-Immature"
"s2873"	"2"	"B.cell-IgG"
"s2874"	"0"	"B.cell-IgA"
"s2875"	"0"	"B.cell-IgA"
"s2876"	"0"	"Macrophage"
"s2877"	"2"	"B.cell-IgG"
"s2878"	"0"	"DCSC"
"s2879"	"1"	"DCSC"
"s2880"	"1"	"Paneth-like"
"s2881"	"2"	"Macrophage"
"s2882"	"1"	"Macrophage"
"s2883"	"2"	"Macrophage"
"s2884"	"1"	"DCSC"
"s2885"	"1"	"DCSC"
"s2886"	"1"	"DCSC"
"s2887"	"2"	"Paneth-like"
"s2888"	"0"	"Paneth-like"
"s2889"	"2"	"DCSC"
"s2890"	"2"	"Smooth.Muscle"
"s2891"	"1"	"Fibroblast"
"s2892"	"1"	"DCSC"
"s2893"	"1"	"DCSC"
"s2894"	"2"	"DCSC"
"s2895"	"0"	"Macrophage"
"s2896"	"0"	"Macrophage"
"s2897"	"0"	"Fibroblast"
"s2898"	"2"	"DCSC"
"s2899"	"0"	"Stem"
"s2900"	"1"	"Stem"
"s2901"	"0"	"DCSC"
"s2902"	"0"	"B.cell-IgG"
"s2903"	"2"	"B.cell-IgA"
"s2904"	"0"	"Stem"
"s2905"	"2"	"Stem"
"s2906"	"0"	"B.cell-IgA"
"s2907"	"1"	"B.cell-IgA"
"s2908"	"2"	"B.cell-IgA"
"s2909"	"2"	"B.cell-IgA"
"s2910"	"1"	"Paneth-like"
"s2911"	"0"	"DCSC"
"s2912"	"0"	"Paneth-like"
"s2913"	"0"	"Paneth-like"
"s2914"	"1"	"B.cell-IgA"
"s2915"	"0"	"B.cell-IgG"
"s2916"	"0"	"B.cell-IgA"
"s2917"	"1"	"B.cell-Immature"
"s2918"	"1"	"Macrophage"
"s2919"	"0"	"B.cell-IgG"
"s2920"	"1"	"DCSC"
"s2921"	"0"	"DCSC"
"s2922"	"1"	"Paneth-like"
"s2923"	"0"	"Macrophage"
"s2924"	"1"	"Macrophage"
"s2925"	"1"	"Fibroblast"
"s2926"	"1"	"DCSC"
"s2927"	"0"	"Fibroblast"
"s2928"	"2"	"DCSC"
"s2929"	"1"	"Paneth-like"
"s2930"	"1"	"Paneth-like"
"s2931"	"0"	"DCSC"
"s2932"	"1"	"Smooth.Muscle"
"s2933"	"2"	"Fibroblast"
"s2934"	"0"	"DCSC"
"s2935"	"2"	"DCSC"
"s2936"	"0"	"DCSC"
"s2937"	"2"	"Macrophage"
"s2938"	"1"	"Macrophage"
"s2939"	"0"	"Fibroblast"
"s2940"	"2"	"DCSC"
"s2941"	"0"	"DCSC"
"s2942"	"0"	"Stem"
"s2943"	"0"	"DCSC"
"s2944"	"2"	"B.cell-IgG"
"s2945"	"0"	"B.cell-IgA"
"s2946"	"2"	"Stem"
"s2947"	"1"	"Stem"
"s2948"	"1"	"B.cell-IgA"
"s2949"	"2"	"B.cell-IgA"
"s2950"	"2"	"B.cell-IgA"
"s2951"	"2"	"B.cell-IgA"
"s2952"	"0"	"Paneth-like"
"s2953"	"1"	"DCSC"
"s2954"	"0"	"Paneth-like"
"s2955"	"2"	"Paneth-like"
"s2956"	"2"	"B.cell-IgA"
"s2957"	"2"	"B.cell-IgG"
"s2958"	"1"	"B.cell-IgG"
"s2959"	"2"	"B.cell-Immature"
"s2960"	"1"	"Macrophage"
"s2961"	"1"	"B.cell-IgG"
"s2962"	"1"	"DCSC"
"s2963"	"2"	"DCSC"
"s2964"	"1"	"Paneth-like"
"s2965"	"2"	"Stem"
"s2966"	"1"	"Stem"
"s2967"	"2"	"Fibroblast"
"s2968"	"1"	"DCSC"
"s2969"	"1"	"Fibroblast"
"s2970"	"0"	"DCSC"
"s2971"	"2"	"Paneth-like"
"s2972"	"1"	"Paneth-like"
"s2973"	"0"	"Smooth.Muscle"
"s2974"	"0"	"Macrophage"
"s2975"	"2"	"Fibroblast"
"s2976"	"1"	"DCSC"
"s2977"	"2"	"DCSC"
"s2978"	"1"	"DCSC"
"s2979"	"1"	"Macrophage"
"s2980"	"1"	"Macrophage"
"s2981"	"2"	"Fibroblast"
"s2982"	"1"	"Stem"
"s2983"	"2"	"DCSC"
"s2984"	"2"	"Stem"
"s2985"	"1"	"B.cell-IgA"
"s2986"	"1"	"B.cell-IgG"
"s2987"	"2"	"B.cell-IgA"
"s2988"	"2"	"Stem"
"s2989"	"2"	"Stem"
"s2990"	"1"	"B.cell-IgA"
"s2991"	"1"	"B.cell-IgA"
"s2992"	"1"	"B.cell-IgA"
"s2993"	"0"	"B.cell-IgG"
"s2994"	"2"	"Paneth-like"
"s2995"	"0"	"DCSC"
"s2996"	"1"	"Paneth-like"
"s2997"	"1"	"Paneth-like"
"s2998"	"0"	"B.cell-IgA"
"s2999"	"1"	"B.cell-IgG"
"s3000"	"1"	"Stem"
"s3001"	"2"	"B.cell-Immature"
"s3002"	"1"	"Macrophage"
"s3003"	"0"	"B.cell-IgG"
"s3004"	"2"	"DCSC"
"s3005"	"1"	"DCSC"
"s3006"	"1"	"Paneth-like"
"s3007"	"1"	"Stem"
"s3008"	"2"	"Stem"
"s3009"	"1"	"Fibroblast"
"s3010"	"0"	"Smooth.Muscle"
"s3011"	"1"	"Fibroblast"
"s3012"	"1"	"DCSC"
"s3013"	"1"	"Paneth-like"
"s3014"	"2"	"Paneth-like"
"s3015"	"2"	"Smooth.Muscle"
"s3016"	"0"	"Macrophage"
"s3017"	"2"	"Fibroblast"
"s3018"	"1"	"DCSC"
"s3019"	"2"	"DCSC"
"s3020"	"2"	"DCSC"
"s3021"	"1"	"Macrophage"
"s3022"	"1"	"Macrophage"
"s3023"	"1"	"B.cell-IgA"
"s3024"	"2"	"Stem"
"s3025"	"0"	"DCSC"
"s3026"	"1"	"Stem"
"s3027"	"2"	"B.cell-IgA"
"s3028"	"1"	"B.cell-IgA"
"s3029"	"0"	"B.cell-IgA"
"s3030"	"2"	"Paneth-like"
"s3031"	"1"	"Stem"
"s3032"	"1"	"B.cell-IgA"
"s3033"	"1"	"B.cell-IgA"
"s3034"	"1"	"B.cell-IgA"
"s3035"	"0"	"B.cell-IgG"
"s3036"	"1"	"DCSC"
"s3037"	"1"	"DCSC"
"s3038"	"2"	"Paneth-like"
"s3039"	"0"	"Paneth-like"
"s3040"	"0"	"DCSC"
"s3041"	"0"	"Smooth.Muscle"
"s3042"	"1"	"B.cell-Immature"
"s3043"	"0"	"B.cell-Immature"
"s3044"	"2"	"Macrophage"
"s3045"	"2"	"B.cell-IgG"
"s3046"	"1"	"DCSC"
"s3047"	"0"	"DCSC"
"s3048"	"0"	"Paneth-like"
"s3049"	"2"	"Stem"
