"cell_ID"	"x_coord"	"y_coord"
"s917"	"21896"	"8874"
"s918"	"20096"	"9174"
"s919"	"20396"	"9174"
"s920"	"20696"	"9174"
"s921"	"20996"	"9174"
"s922"	"21296"	"9174"
"s923"	"21596"	"9174"
"s924"	"21896"	"9174"
"s925"	"20096"	"9474"
"s926"	"20396"	"9474"
"s927"	"20696"	"9474"
"s928"	"20996"	"9474"
"s929"	"21296"	"9474"
"s930"	"21596"	"9474"
"s931"	"21896"	"9474"
"s932"	"20096"	"9774"
"s933"	"20396"	"9774"
"s934"	"20696"	"9774"
"s935"	"20996"	"9774"
"s936"	"21296"	"9774"
"s937"	"21596"	"9774"
"s938"	"21896"	"9774"
"s939"	"20126"	"8004"
"s940"	"20426"	"8004"
"s941"	"20726"	"8004"
"s942"	"21026"	"8004"
"s943"	"21326"	"8004"
"s944"	"21626"	"8004"
"s945"	"21926"	"8004"
"s946"	"20126"	"8304"
"s947"	"20426"	"8304"
"s948"	"20726"	"8304"
"s949"	"21026"	"8304"
"s950"	"21326"	"8304"
"s951"	"21626"	"8304"
"s952"	"21926"	"8304"
"s953"	"20126"	"8604"
"s954"	"20426"	"8604"
"s955"	"20726"	"8604"
"s956"	"21026"	"8604"
"s957"	"21326"	"8604"
"s958"	"21626"	"8604"
"s959"	"21926"	"8604"
"s960"	"20126"	"8904"
"s961"	"20426"	"8904"
"s962"	"20726"	"8904"
"s963"	"21026"	"8904"
"s964"	"21326"	"8904"
"s965"	"21626"	"8904"
"s966"	"21926"	"8904"
"s967"	"20126"	"9204"
"s968"	"20426"	"9204"
"s969"	"20726"	"9204"
"s970"	"21026"	"9204"
"s971"	"21326"	"9204"
"s972"	"21626"	"9204"
"s973"	"21926"	"9204"
"s974"	"20126"	"9504"
"s975"	"20426"	"9504"
"s976"	"20726"	"9504"
"s977"	"21026"	"9504"
"s978"	"21326"	"9504"
"s979"	"21626"	"9504"
"s980"	"21926"	"9504"
"s981"	"20126"	"9804"
"s982"	"20426"	"9804"
"s983"	"20726"	"9804"
"s984"	"21026"	"9804"
"s985"	"21326"	"9804"
"s986"	"21626"	"9804"
"s987"	"21926"	"9804"
"s988"	"20126"	"8034"
"s989"	"20426"	"8034"
"s990"	"20726"	"8034"
"s991"	"21026"	"8034"
"s992"	"21326"	"8034"
"s993"	"21626"	"8034"
"s994"	"21926"	"8034"
"s995"	"20126"	"8334"
"s996"	"20426"	"8334"
"s997"	"20726"	"8334"
"s998"	"21026"	"8334"
"s999"	"21326"	"8334"
"s1000"	"21626"	"8334"
"s1001"	"21926"	"8334"
"s1002"	"20126"	"8634"
"s1003"	"20426"	"8634"
"s1004"	"20726"	"8634"
"s1005"	"21026"	"8634"
"s1006"	"21326"	"8634"
"s1007"	"21626"	"8634"
"s1008"	"21926"	"8634"
"s1009"	"20126"	"8934"
"s1010"	"20426"	"8934"
"s1011"	"20726"	"8934"
"s1012"	"21026"	"8934"
"s1013"	"21326"	"8934"
"s1014"	"21626"	"8934"
"s1015"	"21926"	"8934"
"s1016"	"20126"	"9234"
"s1017"	"20426"	"9234"
"s1018"	"20726"	"9234"
"s1019"	"21026"	"9234"
"s1020"	"21326"	"9234"
"s1021"	"21626"	"9234"
"s1022"	"21926"	"9234"
"s1023"	"20126"	"9534"
"s1024"	"20426"	"9534"
"s1025"	"20726"	"9534"
"s1026"	"21026"	"9534"
"s1027"	"21326"	"9534"
"s1028"	"21626"	"9534"
"s1029"	"21926"	"9534"
"s1030"	"20126"	"9834"
"s1031"	"20426"	"9834"
"s1032"	"20726"	"9834"
"s1033"	"21026"	"9834"
"s1034"	"21326"	"9834"
"s1035"	"21626"	"9834"
"s1036"	"21926"	"9834"
"s1037"	"20126"	"8064"
"s1038"	"20426"	"8064"
"s1039"	"20726"	"8064"
"s1040"	"21026"	"8064"
"s1041"	"21326"	"8064"
"s1042"	"21626"	"8064"
"s1043"	"21926"	"8064"
"s1044"	"20126"	"8364"
"s1045"	"20426"	"8364"
"s1046"	"20726"	"8364"
"s1047"	"21026"	"8364"
"s1048"	"21326"	"8364"
"s1049"	"21626"	"8364"
"s1050"	"21926"	"8364"
"s1051"	"20126"	"8664"
"s1052"	"20426"	"8664"
"s1053"	"20726"	"8664"
"s1054"	"21026"	"8664"
"s1055"	"21326"	"8664"
"s1056"	"21626"	"8664"
"s1057"	"21926"	"8664"
"s1058"	"20126"	"8964"
"s1059"	"20426"	"8964"
"s1060"	"20726"	"8964"
"s1061"	"21026"	"8964"
"s1062"	"21326"	"8964"
"s1063"	"21626"	"8964"
"s1064"	"21926"	"8964"
"s1065"	"20126"	"9264"
"s1066"	"20426"	"9264"
"s1067"	"20726"	"9264"
"s1068"	"21026"	"9264"
"s1069"	"21326"	"9264"
"s1070"	"21626"	"9264"
"s1071"	"21926"	"9264"
"s1072"	"20126"	"9564"
"s1073"	"20426"	"9564"
"s1074"	"20726"	"9564"
"s1075"	"21026"	"9564"
"s1076"	"21326"	"9564"
"s1077"	"21626"	"9564"
"s1078"	"21926"	"9564"
"s1079"	"20126"	"9864"
"s1080"	"20426"	"9864"
"s1081"	"20726"	"9864"
"s1082"	"21026"	"9864"
"s1083"	"21326"	"9864"
"s1084"	"21626"	"9864"
"s1085"	"21926"	"9864"
"s1086"	"20126"	"8094"
"s1087"	"20426"	"8094"
"s1088"	"20726"	"8094"
"s1089"	"21026"	"8094"
"s1090"	"21326"	"8094"
"s1091"	"21626"	"8094"
"s1092"	"21926"	"8094"
"s1093"	"20126"	"8394"
"s1094"	"20426"	"8394"
"s1095"	"20726"	"8394"
"s1096"	"21026"	"8394"
"s1097"	"21326"	"8394"
"s1098"	"21626"	"8394"
"s1099"	"21926"	"8394"
"s1100"	"20126"	"8694"
"s1101"	"20426"	"8694"
"s1102"	"20726"	"8694"
"s1103"	"21026"	"8694"
"s1104"	"21326"	"8694"
"s1105"	"21626"	"8694"
"s1106"	"21926"	"8694"
"s1107"	"20126"	"8994"
"s1108"	"20426"	"8994"
"s1109"	"20726"	"8994"
"s1110"	"21026"	"8994"
"s1111"	"21326"	"8994"
"s1112"	"21626"	"8994"
"s1113"	"21926"	"8994"
"s1114"	"20126"	"9294"
"s1115"	"20426"	"9294"
"s1116"	"20726"	"9294"
"s1117"	"21026"	"9294"
"s1118"	"21326"	"9294"
"s1119"	"21626"	"9294"
"s1120"	"21926"	"9294"
"s1121"	"20126"	"9594"
"s1122"	"20426"	"9594"
"s1123"	"20726"	"9594"
"s1124"	"21026"	"9594"
"s1125"	"21326"	"9594"
"s1126"	"21626"	"9594"
"s1127"	"21926"	"9594"
"s1128"	"20126"	"9894"
"s1129"	"20426"	"9894"
"s1130"	"20726"	"9894"
"s1131"	"21026"	"9894"
"s1132"	"21326"	"9894"
"s1133"	"21626"	"9894"
"s1134"	"21926"	"9894"
"s1135"	"20126"	"8124"
"s1136"	"20426"	"8124"
"s1137"	"20726"	"8124"
"s1138"	"21026"	"8124"
"s1139"	"21326"	"8124"
"s1140"	"21626"	"8124"
"s1141"	"21926"	"8124"
"s1142"	"20126"	"8424"
"s1143"	"20426"	"8424"
"s1144"	"20726"	"8424"
"s1145"	"21026"	"8424"
"s1146"	"21326"	"8424"
"s1147"	"21626"	"8424"
"s1148"	"21926"	"8424"
"s1149"	"20126"	"8724"
"s1150"	"20426"	"8724"
"s1151"	"20726"	"8724"
"s1152"	"21026"	"8724"
"s1153"	"21326"	"8724"
"s1154"	"21626"	"8724"
"s1155"	"21926"	"8724"
"s1156"	"20126"	"9024"
"s1157"	"20426"	"9024"
"s1158"	"20726"	"9024"
"s1159"	"21026"	"9024"
"s1160"	"21326"	"9024"
"s1161"	"21626"	"9024"
"s1162"	"21926"	"9024"
"s1163"	"20126"	"9324"
"s1164"	"20426"	"9324"
"s1165"	"20726"	"9324"
"s1166"	"21026"	"9324"
"s1167"	"21326"	"9324"
"s1168"	"21626"	"9324"
"s1169"	"21926"	"9324"
"s1170"	"20126"	"9624"
"s1171"	"20426"	"9624"
"s1172"	"20726"	"9624"
"s1173"	"21026"	"9624"
"s1174"	"21326"	"9624"
"s1175"	"21626"	"9624"
"s1176"	"21926"	"9624"
"s1177"	"20126"	"9924"
"s1178"	"20426"	"9924"
"s1179"	"20726"	"9924"
"s1180"	"21026"	"9924"
"s1181"	"21326"	"9924"
"s1182"	"21626"	"9924"
"s1183"	"21926"	"9924"
"s1184"	"20126"	"8154"
"s1185"	"20426"	"8154"
"s1186"	"20726"	"8154"
"s1187"	"21026"	"8154"
"s1188"	"21326"	"8154"
"s1189"	"21626"	"8154"
"s1190"	"21926"	"8154"
"s1191"	"20126"	"8454"
"s1192"	"20426"	"8454"
"s1193"	"20726"	"8454"
"s1194"	"21026"	"8454"
"s1195"	"21326"	"8454"
"s1196"	"21626"	"8454"
"s1197"	"21926"	"8454"
"s1198"	"20126"	"8754"
"s1199"	"20426"	"8754"
"s1200"	"20726"	"8754"
"s1201"	"21026"	"8754"
"s1202"	"21326"	"8754"
"s1203"	"21626"	"8754"
"s1204"	"21926"	"8754"
"s1205"	"20126"	"9054"
"s1206"	"20426"	"9054"
"s1207"	"20726"	"9054"
"s1208"	"21026"	"9054"
"s1209"	"21326"	"9054"
"s1210"	"21626"	"9054"
"s1211"	"21926"	"9054"
"s1212"	"20126"	"9354"
"s1213"	"20426"	"9354"
"s1214"	"20726"	"9354"
"s1215"	"21026"	"9354"
"s1216"	"21326"	"9354"
"s1217"	"21626"	"9354"
"s1218"	"21926"	"9354"
"s1219"	"20126"	"9654"
"s1220"	"20426"	"9654"
"s1221"	"20726"	"9654"
"s1222"	"21026"	"9654"
"s1223"	"21326"	"9654"
"s1224"	"21626"	"9654"
"s1225"	"21926"	"9654"
"s1226"	"20126"	"9954"
"s1227"	"20426"	"9954"
"s1228"	"20726"	"9954"
"s1229"	"21026"	"9954"
"s1230"	"21326"	"9954"
"s1231"	"21626"	"9954"
"s1232"	"21926"	"9954"
"s1233"	"20126"	"8184"
"s1234"	"20426"	"8184"
"s1235"	"20726"	"8184"
"s1236"	"21026"	"8184"
"s1237"	"21326"	"8184"
"s1238"	"21626"	"8184"
"s1239"	"21926"	"8184"
"s1240"	"20126"	"8484"
"s1241"	"20426"	"8484"
"s1242"	"20726"	"8484"
"s1243"	"21026"	"8484"
"s1244"	"21326"	"8484"
"s1245"	"21626"	"8484"
"s1246"	"21926"	"8484"
"s1247"	"20126"	"8784"
"s1248"	"20426"	"8784"
"s1249"	"20726"	"8784"
"s1250"	"21026"	"8784"
"s1251"	"21326"	"8784"
"s1252"	"21626"	"8784"
"s1253"	"21926"	"8784"
"s1254"	"20126"	"9084"
"s1255"	"20426"	"9084"
"s1256"	"20726"	"9084"
"s1257"	"21026"	"9084"
"s1258"	"21326"	"9084"
"s1259"	"21626"	"9084"
"s1260"	"21926"	"9084"
"s1261"	"20126"	"9384"
"s1262"	"20426"	"9384"
"s1263"	"20726"	"9384"
"s1264"	"21026"	"9384"
"s1265"	"21326"	"9384"
"s1266"	"21626"	"9384"
"s1267"	"21926"	"9384"
"s1268"	"20126"	"9684"
"s1269"	"20426"	"9684"
"s1270"	"20726"	"9684"
"s1271"	"21026"	"9684"
"s1272"	"21326"	"9684"
"s1273"	"21626"	"9684"
"s1274"	"21926"	"9684"
"s1275"	"20126"	"9984"
"s1276"	"20426"	"9984"
"s1277"	"20726"	"9984"
"s1278"	"21026"	"9984"
"s1279"	"21326"	"9984"
"s1280"	"21626"	"9984"
"s1281"	"21926"	"9984"
"s1282"	"20126"	"8214"
"s1283"	"20426"	"8214"
"s1284"	"20726"	"8214"
"s1285"	"21026"	"8214"
"s1286"	"21326"	"8214"
"s1287"	"21626"	"8214"
"s1288"	"21926"	"8214"
"s1289"	"20126"	"8514"
"s1290"	"20426"	"8514"
"s1291"	"20726"	"8514"
"s1292"	"21026"	"8514"
"s1293"	"21326"	"8514"
"s1294"	"21626"	"8514"
"s1295"	"21926"	"8514"
"s1296"	"20126"	"8814"
"s1297"	"20426"	"8814"
"s1298"	"20726"	"8814"
"s1299"	"21026"	"8814"
"s1300"	"21326"	"8814"
"s1301"	"21626"	"8814"
"s1302"	"21926"	"8814"
"s1303"	"20126"	"9114"
"s1304"	"20426"	"9114"
"s1305"	"20726"	"9114"
"s1306"	"21026"	"9114"
"s1307"	"21326"	"9114"
"s1308"	"21626"	"9114"
"s1309"	"21926"	"9114"
"s1310"	"20126"	"9414"
"s1311"	"20426"	"9414"
"s1312"	"20726"	"9414"
"s1313"	"21026"	"9414"
"s1314"	"21326"	"9414"
"s1315"	"21626"	"9414"
"s1316"	"21926"	"9414"
"s1317"	"20126"	"9714"
"s1318"	"20426"	"9714"
"s1319"	"20726"	"9714"
"s1320"	"21026"	"9714"
"s1321"	"21326"	"9714"
"s1322"	"21626"	"9714"
"s1323"	"21926"	"9714"
"s1324"	"20126"	"8244"
"s1325"	"20426"	"8244"
"s1326"	"20726"	"8244"
"s1327"	"21026"	"8244"
"s1328"	"21326"	"8244"
"s1329"	"21626"	"8244"
"s1330"	"21926"	"8244"
"s1331"	"20126"	"8544"
"s1332"	"20426"	"8544"
"s1333"	"20726"	"8544"
"s1334"	"21026"	"8544"
"s1335"	"21326"	"8544"
"s1336"	"21626"	"8544"
"s1337"	"21926"	"8544"
"s1338"	"20126"	"8844"
"s1339"	"20426"	"8844"
"s1340"	"20726"	"8844"
"s1341"	"21026"	"8844"
"s1342"	"21326"	"8844"
"s1343"	"21626"	"8844"
"s1344"	"21926"	"8844"
"s1345"	"20126"	"9144"
"s1346"	"20426"	"9144"
"s1347"	"20726"	"9144"
"s1348"	"21026"	"9144"
"s1349"	"21326"	"9144"
"s1350"	"21626"	"9144"
"s1351"	"21926"	"9144"
"s1352"	"20126"	"9444"
"s1353"	"20426"	"9444"
"s1354"	"20726"	"9444"
"s1355"	"21026"	"9444"
"s1356"	"21326"	"9444"
"s1357"	"21626"	"9444"
"s1358"	"21926"	"9444"
"s1359"	"20126"	"9744"
"s1360"	"20426"	"9744"
"s1361"	"20726"	"9744"
"s1362"	"21026"	"9744"
"s1363"	"21326"	"9744"
"s1364"	"21626"	"9744"
"s1365"	"21926"	"9744"
"s1366"	"20126"	"8274"
"s1367"	"20426"	"8274"
"s1368"	"20726"	"8274"
"s1369"	"21026"	"8274"
"s1370"	"21326"	"8274"
"s1371"	"21626"	"8274"
"s1372"	"21926"	"8274"
"s1373"	"20126"	"8574"
"s1374"	"20426"	"8574"
"s1375"	"20726"	"8574"
"s1376"	"21026"	"8574"
"s1377"	"21326"	"8574"
"s1378"	"21626"	"8574"
"s1379"	"21926"	"8574"
"s1380"	"20126"	"8874"
"s1381"	"20426"	"8874"
"s1382"	"20726"	"8874"
"s1383"	"21026"	"8874"
"s1384"	"21326"	"8874"
"s1385"	"21626"	"8874"
"s1386"	"21926"	"8874"
"s1387"	"20126"	"9174"
"s1388"	"20426"	"9174"
"s1389"	"20726"	"9174"
"s1390"	"21026"	"9174"
"s1391"	"21326"	"9174"
"s1392"	"21626"	"9174"
"s1393"	"21926"	"9174"
"s1394"	"20126"	"9474"
"s1395"	"20426"	"9474"
"s1396"	"20726"	"9474"
"s1397"	"21026"	"9474"
"s1398"	"21326"	"9474"
"s1399"	"21626"	"9474"
"s1400"	"21926"	"9474"
"s1401"	"20126"	"9774"
"s1402"	"20426"	"9774"
"s1403"	"20726"	"9774"
"s1404"	"21026"	"9774"
"s1405"	"21326"	"9774"
"s1406"	"21626"	"9774"
"s1407"	"21926"	"9774"
"s1408"	"20156"	"8004"
"s1409"	"20456"	"8004"
"s1410"	"20756"	"8004"
"s1411"	"21056"	"8004"
"s1412"	"21356"	"8004"
"s1413"	"21656"	"8004"
"s1414"	"21956"	"8004"
"s1415"	"20156"	"8304"
"s1416"	"20456"	"8304"
"s1417"	"20756"	"8304"
"s1418"	"21056"	"8304"
"s1419"	"21356"	"8304"
"s1420"	"21656"	"8304"
"s1421"	"21956"	"8304"
"s1422"	"20156"	"8604"
"s1423"	"20456"	"8604"
"s1424"	"20756"	"8604"
"s1425"	"21056"	"8604"
"s1426"	"21356"	"8604"
"s1427"	"21656"	"8604"
"s1428"	"21956"	"8604"
"s1429"	"20156"	"8904"
"s1430"	"20456"	"8904"
"s1431"	"20756"	"8904"
"s1432"	"21056"	"8904"
"s1433"	"21356"	"8904"
"s1434"	"21656"	"8904"
"s1435"	"21956"	"8904"
"s1436"	"20156"	"9204"
"s1437"	"20456"	"9204"
"s1438"	"20756"	"9204"
"s1439"	"21056"	"9204"
"s1440"	"21356"	"9204"
"s1441"	"21656"	"9204"
"s1442"	"21956"	"9204"
"s1443"	"20156"	"9504"
"s1444"	"20456"	"9504"
"s1445"	"20756"	"9504"
"s1446"	"21056"	"9504"
"s1447"	"21356"	"9504"
"s1448"	"21656"	"9504"
"s1449"	"21956"	"9504"
"s1450"	"20156"	"9804"
"s1451"	"20456"	"9804"
"s1452"	"20756"	"9804"
"s1453"	"21056"	"9804"
"s1454"	"21356"	"9804"
"s1455"	"21656"	"9804"
"s1456"	"21956"	"9804"
"s1457"	"20156"	"8034"
"s1458"	"20456"	"8034"
"s1459"	"20756"	"8034"
"s1460"	"21056"	"8034"
"s1461"	"21356"	"8034"
"s1462"	"21656"	"8034"
"s1463"	"21956"	"8034"
"s1464"	"20156"	"8334"
"s1465"	"20456"	"8334"
"s1466"	"20756"	"8334"
"s1467"	"21056"	"8334"
"s1468"	"21356"	"8334"
"s1469"	"21656"	"8334"
"s1470"	"21956"	"8334"
"s1471"	"20156"	"8634"
"s1472"	"20456"	"8634"
"s1473"	"20756"	"8634"
"s1474"	"21056"	"8634"
"s1475"	"21356"	"8634"
"s1476"	"21656"	"8634"
"s1477"	"21956"	"8634"
"s1478"	"20156"	"8934"
"s1479"	"20456"	"8934"
"s1480"	"20756"	"8934"
"s1481"	"21056"	"8934"
"s1482"	"21356"	"8934"
"s1483"	"21656"	"8934"
"s1484"	"21956"	"8934"
"s1485"	"20156"	"9234"
"s1486"	"20456"	"9234"
"s1487"	"20756"	"9234"
"s1488"	"21056"	"9234"
"s1489"	"21356"	"9234"
"s1490"	"21656"	"9234"
"s1491"	"21956"	"9234"
"s1492"	"20156"	"9534"
"s1493"	"20456"	"9534"
"s1494"	"20756"	"9534"
"s1495"	"21056"	"9534"
"s1496"	"21356"	"9534"
"s1497"	"21656"	"9534"
"s1498"	"21956"	"9534"
"s1499"	"20156"	"9834"
"s1500"	"20456"	"9834"
"s1501"	"20756"	"9834"
"s1502"	"21056"	"9834"
"s1503"	"21356"	"9834"
"s1504"	"21656"	"9834"
"s1505"	"21956"	"9834"
"s1506"	"20156"	"8064"
"s1507"	"20456"	"8064"
"s1508"	"20756"	"8064"
"s1509"	"21056"	"8064"
"s1510"	"21356"	"8064"
"s1511"	"21656"	"8064"
"s1512"	"21956"	"8064"
"s1513"	"20156"	"8364"
"s1514"	"20456"	"8364"
"s1515"	"20756"	"8364"
"s1516"	"21056"	"8364"
"s1517"	"21356"	"8364"
"s1518"	"21656"	"8364"
"s1519"	"21956"	"8364"
"s1520"	"20156"	"8664"
"s1521"	"20456"	"8664"
"s1522"	"20756"	"8664"
"s1523"	"21056"	"8664"
"s1524"	"21356"	"8664"
"s1525"	"21656"	"8664"
"s1526"	"21956"	"8664"
"s1527"	"20156"	"8964"
"s1528"	"20456"	"8964"
"s1529"	"20756"	"8964"
"s1530"	"21056"	"8964"
"s1531"	"21356"	"8964"
"s1532"	"21656"	"8964"
"s1533"	"21956"	"8964"
"s1534"	"20156"	"9264"
"s1535"	"20456"	"9264"
"s1536"	"20756"	"9264"
"s1537"	"21056"	"9264"
"s1538"	"21356"	"9264"
"s1539"	"21656"	"9264"
"s1540"	"21956"	"9264"
"s1541"	"20156"	"9564"
"s1542"	"20456"	"9564"
"s1543"	"20756"	"9564"
"s1544"	"21056"	"9564"
"s1545"	"21356"	"9564"
"s1546"	"21656"	"9564"
"s1547"	"21956"	"9564"
"s1548"	"20156"	"9864"
"s1549"	"20456"	"9864"
"s1550"	"20756"	"9864"
"s1551"	"21056"	"9864"
"s1552"	"21356"	"9864"
"s1553"	"21656"	"9864"
"s1554"	"21956"	"9864"
"s1555"	"20156"	"8094"
"s1556"	"20456"	"8094"
"s1557"	"20756"	"8094"
"s1558"	"21056"	"8094"
"s1559"	"21356"	"8094"
"s1560"	"21656"	"8094"
"s1561"	"21956"	"8094"
"s1562"	"20156"	"8394"
"s1563"	"20456"	"8394"
"s1564"	"20756"	"8394"
"s1565"	"21056"	"8394"
"s1566"	"21356"	"8394"
"s1567"	"21656"	"8394"
"s1568"	"21956"	"8394"
"s1569"	"20156"	"8694"
"s1570"	"20456"	"8694"
"s1571"	"20756"	"8694"
"s1572"	"21056"	"8694"
"s1573"	"21356"	"8694"
"s1574"	"21656"	"8694"
"s1575"	"21956"	"8694"
"s1576"	"20156"	"8994"
"s1577"	"20456"	"8994"
"s1578"	"20756"	"8994"
"s1579"	"21056"	"8994"
"s1580"	"21356"	"8994"
"s1581"	"21656"	"8994"
"s1582"	"21956"	"8994"
"s1583"	"20156"	"9294"
"s1584"	"20456"	"9294"
"s1585"	"20756"	"9294"
"s1586"	"21056"	"9294"
"s1587"	"21356"	"9294"
"s1588"	"21656"	"9294"
"s1589"	"21956"	"9294"
"s1590"	"20156"	"9594"
"s1591"	"20456"	"9594"
"s1592"	"20756"	"9594"
"s1593"	"21056"	"9594"
"s1594"	"21356"	"9594"
"s1595"	"21656"	"9594"
"s1596"	"21956"	"9594"
"s1597"	"20156"	"9894"
"s1598"	"20456"	"9894"
"s1599"	"20756"	"9894"
"s1600"	"21056"	"9894"
"s1601"	"21356"	"9894"
"s1602"	"21656"	"9894"
"s1603"	"21956"	"9894"
"s1604"	"20156"	"8124"
"s1605"	"20456"	"8124"
"s1606"	"20756"	"8124"
"s1607"	"21056"	"8124"
"s1608"	"21356"	"8124"
"s1609"	"21656"	"8124"
"s1610"	"21956"	"8124"
"s1611"	"20156"	"8424"
"s1612"	"20456"	"8424"
"s1613"	"20756"	"8424"
"s1614"	"21056"	"8424"
"s1615"	"21356"	"8424"
"s1616"	"21656"	"8424"
"s1617"	"21956"	"8424"
"s1618"	"20156"	"8724"
"s1619"	"20456"	"8724"
"s1620"	"20756"	"8724"
"s1621"	"21056"	"8724"
"s1622"	"21356"	"8724"
"s1623"	"21656"	"8724"
"s1624"	"21956"	"8724"
"s1625"	"20156"	"9024"
"s1626"	"20456"	"9024"
"s1627"	"20756"	"9024"
"s1628"	"21056"	"9024"
"s1629"	"21356"	"9024"
"s1630"	"21656"	"9024"
"s1631"	"21956"	"9024"
"s1632"	"20156"	"9324"
"s1633"	"20456"	"9324"
"s1634"	"20756"	"9324"
"s1635"	"21056"	"9324"
"s1636"	"21356"	"9324"
"s1637"	"21656"	"9324"
"s1638"	"21956"	"9324"
"s1639"	"20156"	"9624"
"s1640"	"20456"	"9624"
"s1641"	"20756"	"9624"
"s1642"	"21056"	"9624"
"s1643"	"21356"	"9624"
"s1644"	"21656"	"9624"
"s1645"	"21956"	"9624"
"s1646"	"20156"	"9924"
"s1647"	"20456"	"9924"
"s1648"	"20756"	"9924"
"s1649"	"21056"	"9924"
"s1650"	"21356"	"9924"
"s1651"	"21656"	"9924"
"s1652"	"21956"	"9924"
"s1653"	"20156"	"8154"
"s1654"	"20456"	"8154"
"s1655"	"20756"	"8154"
"s1656"	"21056"	"8154"
"s1657"	"21356"	"8154"
"s1658"	"21656"	"8154"
"s1659"	"21956"	"8154"
"s1660"	"20156"	"8454"
"s1661"	"20456"	"8454"
"s1662"	"20756"	"8454"
"s1663"	"21056"	"8454"
"s1664"	"21356"	"8454"
"s1665"	"21656"	"8454"
"s1666"	"21956"	"8454"
"s1667"	"20156"	"8754"
"s1668"	"20456"	"8754"
"s1669"	"20756"	"8754"
"s1670"	"21056"	"8754"
"s1671"	"21356"	"8754"
"s1672"	"21656"	"8754"
"s1673"	"21956"	"8754"
"s1674"	"20156"	"9054"
"s1675"	"20456"	"9054"
"s1676"	"20756"	"9054"
"s1677"	"21056"	"9054"
"s1678"	"21356"	"9054"
"s1679"	"21656"	"9054"
"s1680"	"21956"	"9054"
"s1681"	"20156"	"9354"
"s1682"	"20456"	"9354"
"s1683"	"20756"	"9354"
"s1684"	"21056"	"9354"
"s1685"	"21356"	"9354"
"s1686"	"21656"	"9354"
"s1687"	"21956"	"9354"
"s1688"	"20156"	"9654"
"s1689"	"20456"	"9654"
"s1690"	"20756"	"9654"
"s1691"	"21056"	"9654"
"s1692"	"21356"	"9654"
"s1693"	"21656"	"9654"
"s1694"	"21956"	"9654"
"s1695"	"20156"	"9954"
"s1696"	"20456"	"9954"
"s1697"	"20756"	"9954"
"s1698"	"21056"	"9954"
"s1699"	"21356"	"9954"
"s1700"	"21656"	"9954"
"s1701"	"21956"	"9954"
"s1702"	"20156"	"8184"
"s1703"	"20456"	"8184"
"s1704"	"20756"	"8184"
"s1705"	"21056"	"8184"
"s1706"	"21356"	"8184"
"s1707"	"21656"	"8184"
"s1708"	"21956"	"8184"
"s1709"	"20156"	"8484"
"s1710"	"20456"	"8484"
"s1711"	"20756"	"8484"
"s1712"	"21056"	"8484"
"s1713"	"21356"	"8484"
"s1714"	"21656"	"8484"
"s1715"	"21956"	"8484"
"s1716"	"20156"	"8784"
"s1717"	"20456"	"8784"
"s1718"	"20756"	"8784"
"s1719"	"21056"	"8784"
"s1720"	"21356"	"8784"
"s1721"	"21656"	"8784"
"s1722"	"21956"	"8784"
"s1723"	"20156"	"9084"
"s1724"	"20456"	"9084"
"s1725"	"20756"	"9084"
"s1726"	"21056"	"9084"
"s1727"	"21356"	"9084"
"s1728"	"21656"	"9084"
"s1729"	"21956"	"9084"
"s1730"	"20156"	"9384"
"s1731"	"20456"	"9384"
"s1732"	"20756"	"9384"
"s1733"	"21056"	"9384"
"s1734"	"21356"	"9384"
"s1735"	"21656"	"9384"
"s1736"	"21956"	"9384"
"s1737"	"20156"	"9684"
"s1738"	"20456"	"9684"
"s1739"	"20756"	"9684"
"s1740"	"21056"	"9684"
"s1741"	"21356"	"9684"
"s1742"	"21656"	"9684"
"s1743"	"21956"	"9684"
"s1744"	"20156"	"9984"
"s1745"	"20456"	"9984"
"s1746"	"20756"	"9984"
"s1747"	"21056"	"9984"
"s1748"	"21356"	"9984"
"s1749"	"21656"	"9984"
"s1750"	"21956"	"9984"
"s1751"	"20156"	"8214"
"s1752"	"20456"	"8214"
"s1753"	"20756"	"8214"
"s1754"	"21056"	"8214"
"s1755"	"21356"	"8214"
"s1756"	"21656"	"8214"
"s1757"	"21956"	"8214"
"s1758"	"20156"	"8514"
"s1759"	"20456"	"8514"
"s1760"	"20756"	"8514"
"s1761"	"21056"	"8514"
"s1762"	"21356"	"8514"
"s1763"	"21656"	"8514"
"s1764"	"21956"	"8514"
"s1765"	"20156"	"8814"
"s1766"	"20456"	"8814"
"s1767"	"20756"	"8814"
"s1768"	"21056"	"8814"
"s1769"	"21356"	"8814"
"s1770"	"21656"	"8814"
"s1771"	"21956"	"8814"
"s1772"	"20156"	"9114"
"s1773"	"20456"	"9114"
"s1774"	"20756"	"9114"
"s1775"	"21056"	"9114"
"s1776"	"21356"	"9114"
"s1777"	"21656"	"9114"
"s1778"	"21956"	"9114"
"s1779"	"20156"	"9414"
"s1780"	"20456"	"9414"
"s1781"	"20756"	"9414"
"s1782"	"21056"	"9414"
"s1783"	"21356"	"9414"
"s1784"	"21656"	"9414"
"s1785"	"21956"	"9414"
"s1786"	"20156"	"9714"
"s1787"	"20456"	"9714"
"s1788"	"20756"	"9714"
"s1789"	"21056"	"9714"
"s1790"	"21356"	"9714"
"s1791"	"21656"	"9714"
"s1792"	"21956"	"9714"
"s1793"	"20156"	"8244"
"s1794"	"20456"	"8244"
