"Gene symbol","Cluster number"
"Col19a1","1"
"Spats2l","1"
"Ilkap","1"
"Ptprj","1"
"Edem2","1"
"Tpd52","1"
"Selenbp1","1"
"Atp1a1","1"
"Sh3glb1","1"
"Gng5","1"
"Cryz","1"
"Sec61b","1"
"Pithd1","1"
"Sdhb","1"
"Afap1","1"
"Sel1l3","1"
"Plac8","1"
"Coro1c","1"
"Aldh2","1"
"Arf5","1"
"Ap2s1","1"
"Pglyrp1","1"
"Snrpa","1"
"Rpl13a","1"
"Clrn3","1"
"Calr","1"
"Dnaja2","1"
"Thap11","1"
"Piezo1","1"
"Casp12","1"
"Tmem123","1"
"Tagln","1"
"2310030G06Rik","1"
"Rplp1","1"
"Tpm1","1"
"Polr2m","1"
"Tab2","1"
"Oaz1","1"
"Hsp90b1","1"
"Ddx56","1"
"Rpl23a","1"
"Gdpd1","1"
"Spop","1"
"Rpl23","1"
"Psmd3","1"
"H3f3b","1"
"Fkbp3","1"
"Frmd6","1"
"Gpx2","1"
"Ckb","1"
"Igha","1"
"Tnpo1","1"
"Top2b","1"
"Ndrg2","1"
"Tsc22d1","1"
"Epsti1","1"
"Gpaa1","1"
"Tuba1b","1"
"Zfp944","1"
"Srsf3","1"
"Vapa","1"
"Sec11c","1"
"Impa2","1"
"Pacs1","1"
"Eef1g","1"
"Ssr4","1"
"Prex2","2"
"Rpl7","2"
"Eef1b2","2"
"Bcs1l","2"
"Cab39","2"
"B3gnt7","2"
"Ppp1r15b","2"
"Snrpe","2"
"Qsox1","2"
"Tor1aip2","2"
"Gas5","2"
"Prdx6","2"
"Tiprl","2"
"Mpc2","2"
"Uap1","2"
"Nos1ap","2"
"Aim2","2"
"H3f3a","2"
"Srp9","2"
"Fbxo28","2"
"Phyh","2"
"Etl4","2"
"Surf4","2"
"Endog","2"
"Swi5","2"
"Nmi","2"
"Rbms1","2"
"Galnt3","2"
"Ssb","2"
"Ubr3","2"
"Hnrnpa3","2"
"Zdhhc5","2"
"Madd","2"
"Arhgap1","2"
"Cd82","2"
"Ckmt1","2"
"B2m","2"
"Bub1","2"
"4930402H24Rik","2"
"Chgb","2"
"Jag1","2"
"Ergic3","2"
"Myl9","2"
"Ptprt","2"
"Atp9a","2"
"Ctsz","2"
"Car1","2"
"Car2","2"
"Postn","2"
"Fstl5","2"
"Fam189b","2"
"Adar","2"
"Ubap2l","2"
"Rps27","2"
"Psmb4","2"
"Ctss","2"
"Sf3b4","2"
"Sec22b","2"
"Man1a2","2"
"Wdr77","2"
"Strip1","2"
"Gstm2","2"
"Psma5","2"
"Slc30a7","2"
"Fabp2","2"
"Ostc","2"
"Rap1gds1","2"
"Gipc2","2"
"Chmp5","2"
"Car9","2"
"Reck","2"
"Slc44a1","2"
"Txn1","2"
"Ttc39b","2"
"Mllt3","2"
"Osbpl9","2"
"Skint1","2"
"Mast2","2"
"Rps8","2"
"Zmpste24","2"
"Cap1","2"
"Trit1","2"
"Macf1","2"
"Srsf4","2"
"Sfn","2"
"Man1c1","2"
"Lypla2","2"
"Ephb2","2"
"Cdc42","2"
"Usp48","2"
"Ece1","2"
"Necap2","2"
"Thap3","2"
"Rpl22","2"
"B3galt6","2"
"Armc10","2"
"Reln","2"
"Tyms","2"
"Ppm1g","2"
"Apbb2","2"
"Pdgfra","2"
"Alb","2"
"Pf4","2"
"Coq2","2"
"Tpst2","2"
"Oasl2","2"
"Suds3","2"
"Anapc5","2"
"Diablo","2"
"Ran","2"
"Clip2","2"
"Ywhag","2"
"Cyp3a13","2"
"Kdelr2","2"
"Rac1","2"
"Eif2ak1","2"
"Trrap","2"
"Arpc1b","2"
"Bud31","2"
"Rpl21","2"
"Polr1d","2"
"Mtus2","2"
"Col1a2","2"
"Tspan12","2"
"Ahcyl2","2"
"Klhdc10","2"
"Braf","2"
"Hnrnpa2b1","2"
"Vopp1","2"
"Krcc1","2"
"Immt","2"
"Mat2a","2"
"Ctnna2","2"
"Gfpt1","2"
"Antxr1","2"
"Uba3","2"
"Gt(ROSA)26Sor","2"
"Rpl32","2"
"Csgalnact2","2"
"Bcl2l13","2"
"Tpi1","2"
"Vamp1","2"
"Clec2h","2"
"Lrp6","2"
"Ppp6r1","2"
"Lig1","2"
"Tomm40","2"
"Cd177","2"
"Rabac1","2"
"Fcgbp","2"
"Sirt2","2"
"Lin37","2"
"Tm2d3","2"
"Rps17","2"
"Ctsc","2"
"Serpinh1","2"
"Eif3f","2"
"Akip1","2"
"1110004F10Rik","2"
"Mettl9","2"
"Mapk3","2"
"Aldoa","2"
